,date,longitude,latitude,Province,Town,night/day,land/water,MaxFRP,fire
239,2021-08-09,3.3223447570809115,36.49583333006683,Blida,Ain Roumana,0.0,2.0,114.0,1
240,2021-08-09,3.3327108873679836,36.49583333006683,Blida,Ain Roumana,1.0,2.0,0.0,0
241,2021-08-09,3.2597972341143007,36.48749999673424,Blida,Ain Roumana,1.0,2.0,0.0,0
242,2021-08-09,3.2701622491668925,36.48749999673424,Blida,Ain Roumana,1.0,2.0,0.0,0
243,2021-08-09,3.280527264219527,36.48749999673424,Blida,Ain Roumana,0.0,2.0,944.0,1
244,2021-08-09,3.2908922792721187,36.48749999673424,Blida,Ain Roumana,0.0,2.0,191.0,1
245,2021-08-09,3.301257294324752,36.48749999673424,Blida,Ain Roumana,0.0,2.0,191.0,1
246,2021-08-09,3.3116223093773436,36.48749999673424,Blida,Ain Roumana,1.0,2.0,0.0,0
247,2021-08-09,3.3219873244299776,36.48749999673424,Blida,Ain Roumana,0.0,2.0,160.0,1
248,2021-08-09,3.3323523394825694,36.48749999673424,Blida,Ain Roumana,0.0,2.0,160.0,1
249,2021-08-09,3.2594466372736184,36.479166663401664,Blida,Ain Roumana,1.0,2.0,0.0,0
250,2021-08-09,3.269810537550882,36.479166663401664,Blida,Ain Roumana,0.0,2.0,500.0,1
251,2021-08-09,3.2801744378281876,36.479166663401664,Blida,Ain Roumana,0.0,2.0,944.0,1
252,2021-08-09,3.2905383381054514,36.479166663401664,Blida,Ain Roumana,0.0,2.0,837.0,1
253,2021-08-09,3.300902238382757,36.479166663401664,Blida,Ain Roumana,0.0,2.0,191.0,1
254,2021-08-09,3.311266138660021,36.479166663401664,Blida,Ain Roumana,1.0,2.0,0.0,0
255,2021-08-09,3.3216300389373266,36.479166663401664,Blida,Ain Roumana,0.0,2.0,105.0,1
