,QC_250m,granule_pnt,iobs_res,num_observations,obscov,orbit_pnt,sur_refl_b01,sur_refl_b02
183,4096,0,0,1,27,0,1303,2195
184,4096,0,0,1,27,0,2480,3094
185,4096,0,0,1,16,0,1162,2658
186,4096,0,0,1,43,0,1133,2525
187,4096,0,0,1,23,0,1177,2537
188,4096,0,0,1,27,0,1114,2536
189,4096,0,0,1,29,0,1049,2430
190,4096,0,0,1,35,0,1656,2713
191,4096,0,0,1,43,0,1928,2775
192,4096,0,0,1,20,0,1802,2479
193,4096,0,0,1,26,0,1022,2688
194,4096,0,0,1,28,0,1063,2502
195,4096,0,0,1,37,0,1134,2541
196,4096,0,0,1,19,0,1327,2589
197,4096,0,0,1,38,0,1375,2639
198,4096,0,0,1,23,0,2000,2932
199,4096,0,0,1,47,0,2814,3492
200,4096,0,0,1,26,0,2458,3064
201,4096,2,0,1,17,1,822,1855
202,4096,2,0,1,23,1,818,1850
203,4096,2,0,1,22,1,790,1821
204,4096,2,0,1,17,1,831,1933
205,4096,2,0,1,30,1,891,1976
206,4096,2,0,1,29,1,867,1941
207,4096,2,0,1,16,1,759,1829
208,4096,2,0,1,31,1,790,1811
209,4096,2,0,1,23,1,767,1818
210,4096,2,0,1,20,1,782,1857
211,4096,2,0,1,21,1,781,1860
212,4096,2,0,1,13,1,809,1917
213,4096,2,0,1,14,1,795,1846
214,4096,2,0,1,22,1,808,1858
215,4096,2,0,1,20,1,870,1905
216,4096,2,0,1,13,1,821,1814
217,4096,2,1,1,26,1,755,1806
218,4096,2,1,1,18,1,742,1776
219,4096,2,1,1,30,1,730,1716
220,4096,2,1,1,31,1,757,1695
221,4096,2,0,1,22,1,801,1639
222,4096,2,0,1,23,1,806,1830
223,4096,2,0,1,30,1,761,1793
224,4096,2,0,1,26,1,751,1671
225,4096,2,1,1,28,1,762,1757
226,4096,2,1,1,23,1,831,1735
227,4096,2,1,1,32,1,784,1718
228,4096,2,0,1,30,1,796,1755
229,4096,2,1,1,27,1,794,1785
230,4096,2,1,1,28,1,822,1933
231,4096,2,0,1,26,1,742,1762
232,4096,2,0,1,21,1,810,1679
233,4096,2,0,1,22,1,839,1837
234,4096,2,0,1,23,1,870,1840
235,4096,2,1,1,21,1,876,1856
236,4096,2,1,1,18,1,834,1890
237,4096,2,0,1,28,1,807,1870
238,4096,2,1,1,28,1,726,1766
239,4096,2,1,1,27,1,679,1630
240,4096,2,0,1,29,1,709,1575
241,4096,2,0,1,27,1,773,1814
242,4096,2,0,1,32,1,760,1729
243,4096,2,0,1,21,1,764,1809
244,4096,2,0,1,24,1,746,1828
245,4096,2,0,1,29,1,722,1697
246,4096,2,1,1,20,1,673,1703
247,4096,2,0,1,22,1,643,1643
248,4096,2,1,1,34,1,678,1598
249,4096,2,0,1,15,1,727,1819
250,4096,2,0,1,22,1,745,1694
251,4096,2,0,1,22,1,781,1738
252,4096,2,0,1,11,1,719,1775
253,4096,2,0,1,17,1,690,1677
254,4096,2,0,1,20,1,727,1719
255,4096,2,0,1,14,1,652,1655
256,4096,2,1,1,27,1,621,1558
257,4096,2,0,1,24,1,708,1934
258,4096,2,0,1,21,1,706,1753
259,4096,2,0,1,33,1,750,1723
260,4096,2,0,1,27,1,851,1819
261,4096,2,0,1,15,1,853,1807
262,4096,2,0,1,28,1,854,1785
263,4096,2,0,1,29,1,778,1721
264,4096,2,0,1,18,1,712,1644
265,4096,0,0,1,14,0,2025,2883
266,4096,0,0,1,11,0,1867,2702
267,4096,0,0,1,22,0,1908,2769
268,4096,0,0,1,26,0,1993,2872
269,4096,0,0,1,19,0,1953,2861
270,4096,0,0,1,18,0,1930,2790
271,4096,0,0,1,26,0,1706,2739
272,4096,0,0,1,19,0,1300,2583
273,4096,0,1,1,15,0,1709,2703
274,4096,0,1,1,17,0,1533,2526
275,4096,0,1,1,18,0,1359,2498
276,4096,0,1,1,15,0,1501,2537
277,4096,0,0,1,18,0,1600,2675
278,4096,0,0,1,25,0,1510,2672
279,4096,0,0,1,24,0,1779,2810
280,4096,0,0,1,12,0,1708,2596
281,4096,0,0,1,24,0,1592,2541
282,4096,0,2,1,21,0,1345,2447
283,4096,0,1,1,14,0,1352,2490
284,4096,0,1,1,16,0,1710,2658
285,4096,0,1,1,24,0,2018,2851
286,4096,0,1,1,27,0,1578,2670
287,4096,0,1,1,17,0,1475,2624
288,4096,0,0,1,23,0,1495,2390
289,4096,0,1,1,26,0,1631,2384
290,4096,0,1,1,16,0,1312,2215
291,4096,0,0,1,15,0,1278,2190
292,4096,0,0,1,21,0,1918,2693
293,4096,0,0,1,25,0,2966,3637
294,4096,0,1,1,20,0,1920,2659
295,4096,0,1,1,30,0,1403,2380
296,4096,0,1,1,24,0,1154,2291
297,4096,0,0,1,15,0,1630,2357
298,4096,0,1,1,18,0,1286,2151
299,4096,0,0,1,17,0,1209,1953
300,4096,0,1,1,18,0,1817,2427
301,4096,0,0,1,19,0,2151,2892
302,4096,0,0,1,26,0,1640,2366
303,4096,0,0,1,27,0,1348,2056
304,4096,0,0,1,15,0,1189,2232
305,4096,0,0,1,23,0,1748,2472
306,4096,0,0,1,23,0,1206,2092
307,4096,0,0,1,15,0,1146,1783
308,4096,0,1,1,17,0,1517,2159
309,4096,0,0,1,18,0,1479,1991
310,4096,0,0,1,22,0,1363,1881
311,4096,0,1,1,16,0,1198,1819
312,4096,0,0,1,21,0,1108,1903
313,4096,0,0,1,23,0,1863,2582
314,4096,0,0,1,16,0,1349,2302
315,4096,0,0,1,13,0,1084,1956
316,4096,0,0,1,17,0,1167,1926
317,4096,0,0,1,20,0,1248,1979
318,4096,0,0,1,13,0,1279,2120
319,4096,0,0,1,25,0,1192,2125
320,4096,0,0,1,21,0,1000,2297
321,4096,0,0,1,15,0,1534,2351
322,4096,0,0,1,21,0,1365,2414
323,4096,0,0,1,18,0,1272,2465
324,4096,0,0,1,16,0,1333,2492
325,4096,0,0,1,14,0,1385,2388
326,4096,0,0,1,27,0,1390,2348
327,4096,0,0,1,26,0,1298,2542
328,4096,0,0,1,12,0,1166,2532
329,4096,2,0,1,26,1,782,1855
330,4096,2,0,1,40,1,761,1834
331,4096,2,0,1,42,1,712,1774
332,4096,2,0,1,23,1,921,1799
333,4096,2,0,1,27,1,1011,1911
334,4096,2,0,1,43,1,952,1938
335,4096,2,0,1,35,1,943,1555
336,4096,2,0,1,23,1,887,1630
337,4096,2,0,1,32,1,710,1700
338,4096,2,0,1,41,1,725,1813
339,4096,2,0,1,29,1,775,1502
340,4096,2,0,1,38,1,927,1605
341,4096,2,0,1,51,1,917,1785
342,4096,2,0,1,39,1,727,1783
343,4096,2,0,1,27,1,880,1576
344,4096,2,0,1,44,1,887,1510
345,4096,2,0,1,46,1,757,1810
346,4096,2,0,1,26,1,759,1661
347,4096,2,0,1,36,1,958,1198
348,4096,2,0,1,42,1,817,1189
349,4096,2,0,1,34,1,829,1455
350,4096,2,0,1,24,1,810,1623
351,4096,2,0,1,29,1,737,1174
352,4096,2,0,1,33,1,719,1242
353,4096,2,0,1,17,1,720,1732
354,4096,2,0,1,29,1,876,1676
355,4096,2,0,1,38,1,847,1509
356,4096,2,0,1,28,1,808,1202
357,4096,2,0,1,21,1,788,1139
358,4096,2,0,1,35,1,840,1388
359,4096,2,0,1,43,1,736,1248
360,4096,2,0,1,32,1,796,1430
361,4096,2,0,1,40,1,841,1817
362,4096,2,0,1,50,1,843,1769
363,4096,2,0,1,36,1,836,1575
364,4096,2,0,1,32,1,818,1308
365,4096,2,0,1,47,1,788,1341
366,4096,2,0,1,40,1,685,1048
367,4096,2,0,1,23,1,641,1045
368,4096,2,0,1,38,1,729,1375
369,4096,2,0,1,40,1,752,1789
370,4096,2,0,1,26,1,715,1633
371,4096,2,0,1,26,1,708,1180
372,4096,2,0,1,33,1,766,1210
373,4096,2,0,1,34,1,674,1007
374,4096,2,0,1,22,1,680,1016
375,4096,2,0,1,39,1,637,994
376,4096,2,0,1,40,1,648,1071
377,4096,2,0,1,30,1,724,1769
378,4096,2,0,1,39,1,716,1621
379,4096,2,0,1,47,1,767,1479
380,4096,2,0,1,38,1,768,1292
381,4096,2,0,1,27,1,715,1112
382,4096,2,0,1,42,1,808,1395
383,4096,2,0,1,50,1,689,1378
384,4096,2,0,1,39,1,630,1408
385,4096,2,0,1,32,1,658,1903
386,4096,2,0,1,45,1,710,1707
387,4096,2,0,1,41,1,751,1680
388,4096,2,0,1,29,1,858,1775
389,4096,2,0,1,44,1,878,1567
390,4096,2,0,1,50,1,942,1545
391,4096,2,0,1,31,1,865,1611
392,4096,2,0,1,30,1,770,1650
393,4096,0,0,1,48,0,748,2730
394,4096,0,0,1,37,0,809,2628
395,4096,0,0,1,47,0,736,2597
396,4096,0,0,1,27,0,695,2528
397,4096,0,0,1,38,0,575,2515
398,4096,0,0,1,35,0,921,2448
399,4096,0,0,1,31,0,1183,2552
400,4096,0,0,1,36,0,2145,3211
401,4096,0,0,1,44,0,2369,3602
402,4096,0,0,1,35,0,1402,3184
403,4096,0,0,1,37,0,854,2957
404,4096,0,0,1,50,0,745,2720
405,4096,0,0,1,29,0,839,2558
406,4096,0,0,1,42,0,920,2491
407,4096,0,0,1,39,0,868,2820
408,4096,0,0,1,31,0,845,2790
409,4096,0,0,1,33,0,699,2691
410,4096,0,0,1,47,0,865,2759
411,4096,0,0,1,37,0,1148,2881
412,4096,0,0,1,47,0,1491,2953
413,4096,0,0,1,34,0,1184,2446
414,4096,0,0,1,48,0,1210,2179
415,4096,0,0,1,26,0,684,1639
416,4096,0,0,1,47,0,671,2376
417,4096,0,0,1,32,0,667,2352
418,4096,0,0,1,41,0,777,2407
419,4096,0,0,1,28,0,901,2543
420,4096,0,0,1,55,0,889,2629
421,4096,0,0,1,45,0,1070,3148
422,4096,0,0,1,24,0,1194,3057
423,4096,0,0,1,45,0,857,2833
424,4096,0,0,1,32,0,914,2817
425,4096,0,0,1,54,0,1331,3071
426,4096,0,0,1,30,0,1874,3312
427,4096,0,0,1,50,0,3063,4035
428,4096,0,0,1,22,0,2468,3455
429,4096,0,0,1,58,0,1213,2463
430,4096,0,0,1,27,0,832,2597
431,4096,0,0,1,41,0,677,2081
432,4096,0,0,1,32,0,628,1998
433,4096,0,0,1,52,0,881,2235
434,4096,0,0,1,28,0,845,2445
435,4096,0,0,1,56,0,1440,3089
436,4096,0,0,1,29,0,1163,2756
437,4096,0,0,1,52,0,1056,2545
438,4096,0,0,1,25,0,1053,2534
439,4096,0,0,1,43,0,1056,2571
440,4096,0,0,1,20,0,1572,3035
441,4096,0,0,1,58,0,3581,4567
442,4096,0,0,1,27,0,2262,3585
443,4096,0,0,1,44,0,1351,2951
444,4096,0,0,1,35,0,911,2759
445,4096,0,0,1,49,0,691,2247
446,4096,0,0,1,26,0,765,2005
447,4096,0,0,1,34,0,893,2087
448,4096,0,0,1,24,0,1208,2817
449,4096,0,0,1,38,0,832,1891
450,4096,0,0,1,25,0,1075,2224
451,4096,0,0,1,44,0,892,2376
452,4096,0,0,1,26,0,929,2849
453,4096,0,0,1,54,0,1032,2732
454,4096,0,0,1,33,0,1379,2929
455,4096,0,0,1,44,0,1649,3167
456,4096,0,0,1,37,0,854,2928
457,4096,0,0,1,45,0,1291,2945
458,4096,0,0,1,24,0,1436,2653
459,4096,0,0,1,34,0,1182,2240
460,4096,0,0,1,35,0,703,1623
461,4096,0,0,1,49,0,719,1907
462,4096,0,0,1,34,0,834,1744
463,4096,0,0,1,51,0,906,1990
464,4096,0,0,1,34,0,963,2416
465,4096,0,0,1,52,0,932,2518
466,4096,0,0,1,32,0,838,2437
467,4096,0,0,1,44,0,1068,2636
468,4096,0,0,1,40,0,1152,3006
469,4096,0,0,1,42,0,1134,2905
470,4096,0,0,1,30,0,944,2478
471,4096,0,0,1,42,0,1010,2079
472,4096,0,0,1,43,0,1270,2301
473,4096,0,0,1,42,0,1030,2127
474,4096,0,0,1,54,0,699,1826
475,4096,0,0,1,43,0,1417,2366
476,4096,0,1,1,38,0,1400,2408
477,4096,0,1,1,32,0,852,2251
478,4096,0,0,1,45,0,877,2617
479,4096,0,0,1,47,0,863,2720
480,4096,0,0,1,41,0,844,2760
481,4096,0,0,1,34,0,984,2833
482,4096,0,0,1,37,0,905,2865
483,4096,0,0,1,41,0,813,2565
484,4096,0,0,1,45,0,1151,2249
485,4096,0,0,1,38,0,1367,2376
486,4096,0,0,1,32,0,1973,3041
487,4096,0,0,1,23,0,1456,2443
488,4096,0,0,1,31,0,2573,3529
489,4096,0,0,1,27,0,1857,2783
490,4096,0,0,1,42,0,655,2131
491,4096,0,0,1,43,0,767,2657
492,4096,0,0,1,41,0,1020,2737
493,4096,0,0,1,34,0,1097,2891
494,4096,0,1,1,37,0,925,3051
495,4096,0,1,1,49,0,1131,2912
496,4096,0,0,1,47,0,1428,2929
497,4096,0,0,1,49,0,2094,3231
498,4096,0,2,1,34,0,2032,3108
499,4096,0,0,1,28,0,1492,2449
500,4096,0,0,1,39,0,1598,2421
501,4096,0,0,1,37,0,3027,3836
502,4096,0,0,1,39,0,4147,4886
503,4096,0,0,1,44,0,1696,2746
504,4096,0,0,1,40,0,952,2407
505,4096,0,0,1,40,0,1115,2639
506,4096,0,0,1,28,0,1138,2898
507,4096,0,0,1,52,0,1023,2918
508,4096,0,0,1,34,0,1119,2839
509,4096,0,0,1,45,0,1298,2985
510,4096,0,0,1,26,0,2128,3483
511,4096,0,0,1,51,0,3388,4406
512,4096,0,0,1,28,0,1893,2933
513,4096,2,1,1,22,1,426,1812
514,4096,2,0,1,14,1,526,1866
515,4096,2,0,1,12,1,531,1919
516,4096,2,0,1,21,1,538,1924
517,4096,2,0,1,16,1,430,1950
518,4096,2,0,1,14,1,419,1902
519,4096,2,0,1,25,1,430,1676
520,4096,2,0,1,24,1,508,1727
521,4096,2,0,1,9,1,514,2109
522,4096,2,0,1,19,1,478,2214
523,4096,2,0,1,18,1,464,1995
524,4096,2,0,1,12,1,459,1820
525,4096,2,0,1,15,1,488,1594
526,4096,2,0,1,25,1,559,1542
527,4096,2,1,1,25,1,470,1824
528,4096,2,1,1,19,1,475,1828
529,4096,2,1,1,19,1,397,1764
530,4096,2,0,1,23,1,429,1767
531,4096,2,0,1,19,1,447,1858
532,4096,2,1,1,17,1,379,1735
533,4096,2,1,1,25,1,352,1757
534,4096,2,1,1,26,1,478,1730
535,4096,2,0,1,8,1,524,1753
536,4096,2,0,1,21,1,494,1833
537,4096,2,0,1,13,1,495,1891
538,4096,2,0,1,12,1,522,1869
539,4096,2,0,1,17,1,531,1674
540,4096,2,0,1,24,1,535,1706
541,4096,2,0,1,20,1,583,2146
542,4096,2,1,1,22,1,685,2047
543,4096,2,0,1,25,1,498,1881
544,4096,2,1,1,20,1,418,1952
545,4096,2,0,1,20,1,366,1769
546,4096,2,1,1,28,1,375,1710
547,4096,2,0,1,21,1,432,1776
548,4096,2,0,1,16,1,549,1885
549,4096,2,1,1,19,1,506,1962
550,4096,2,1,1,17,1,475,2034
551,4096,2,1,1,12,1,474,1968
552,4096,2,1,1,22,1,488,1791
553,4096,2,0,1,15,1,545,1659
554,4096,2,0,1,14,1,509,1644
555,4096,2,0,1,17,1,869,2162
556,4096,2,1,1,19,1,735,1966
557,4096,2,1,1,26,1,610,1795
558,4096,2,1,1,25,1,575,1629
559,4096,2,1,1,12,1,525,1620
560,4096,2,1,1,23,1,540,1727
561,4096,2,0,1,15,1,594,1945
562,4096,2,1,1,15,1,595,2047
563,4096,2,0,1,14,1,552,1949
564,4096,2,0,1,23,1,481,1908
565,4096,2,0,1,11,1,460,1719
566,4096,2,1,1,25,1,516,1625
567,4096,2,1,1,25,1,623,1646
568,4096,2,0,1,14,1,773,2117
569,4096,2,1,1,14,1,680,1850
570,4096,2,0,1,21,1,636,1657
571,4096,2,1,1,27,1,518,1486
572,4096,2,1,1,23,1,497,1705
573,4096,2,1,1,14,1,536,1818
574,4096,2,1,1,18,1,560,1899
575,4096,2,1,1,17,1,601,1975
576,4096,2,1,1,19,1,500,1979
577,4096,2,0,1,19,1,478,1851
578,4096,2,1,1,25,1,536,1715
579,4096,2,0,1,18,1,579,1681
580,4096,2,0,1,17,1,588,1745
581,4096,2,0,1,23,1,642,2028
582,4096,2,0,1,12,1,626,1878
583,4096,2,0,1,14,1,570,1760
584,4096,2,0,1,20,1,596,1708
585,4096,2,0,1,16,1,525,1712
586,4096,2,1,1,16,1,525,1794
587,4096,2,0,1,20,1,641,1931
588,4096,2,1,1,11,1,654,2019
589,4096,2,1,1,23,1,626,1988
590,4096,2,1,1,19,1,524,1898
591,4096,2,0,1,15,1,497,1863
592,4096,2,1,1,24,1,548,1802
593,4096,2,0,1,19,1,475,1728
594,4096,2,0,1,13,1,513,1869
595,4096,2,0,1,25,1,449,1728
596,4096,2,0,1,19,1,458,1646
597,4096,2,0,1,11,1,502,1812
598,4096,2,0,1,21,1,479,1806
599,4096,2,0,1,17,1,476,1850
600,4096,2,0,1,11,1,477,1878
601,4096,2,0,1,23,1,513,1913
602,4096,2,0,1,11,1,476,1809
603,4096,2,1,1,24,1,459,1751
604,4096,2,1,1,20,1,495,1749
605,4096,2,1,1,14,1,467,1686
606,4096,2,0,1,25,1,532,1637
607,4096,2,0,1,20,1,573,1810
608,4096,2,0,1,9,1,538,1616
609,4096,2,0,1,20,1,461,1628
610,4096,2,0,1,24,1,430,1847
611,4096,2,0,1,10,1,430,1800
612,4096,2,0,1,21,1,524,1700
613,4096,2,0,1,22,1,573,1931
614,4096,2,0,1,8,1,494,2061
615,4096,2,0,1,24,1,575,1798
616,4096,2,0,1,16,1,622,1784
617,4096,2,0,1,11,1,516,1637
618,4096,2,0,1,23,1,489,1714
619,4096,2,2,1,17,1,654,1829
620,4096,2,0,1,22,1,643,1895
621,4096,2,0,1,28,1,665,1768
622,4096,2,0,1,17,1,626,1645
623,4096,2,0,1,13,1,583,1728
624,4096,2,0,1,23,1,529,1655
625,4096,2,0,1,15,1,605,1779
626,4096,2,0,1,13,1,614,1973
627,4096,2,0,1,22,1,576,1937
628,4096,2,0,1,11,1,596,1871
629,4096,2,0,1,19,1,634,1962
630,4096,2,0,1,17,1,506,1848
631,4096,2,0,1,16,1,593,1793
632,4096,2,0,1,19,1,586,1849
633,4096,0,0,1,21,0,1238,2454
634,4096,0,0,1,11,0,1371,2415
635,4096,0,0,1,28,0,1847,2430
636,4096,0,0,1,33,0,1731,2286
637,4096,0,0,1,17,0,1168,2377
638,4096,0,0,1,27,0,1088,2691
639,4096,0,0,1,26,0,1091,2562
640,4096,0,0,1,18,0,1161,2371
641,4096,0,0,1,24,0,1007,2550
642,4096,0,0,1,31,0,872,2859
643,4096,0,0,1,17,0,952,2736
644,4096,0,0,1,35,0,977,2542
645,4096,0,0,1,24,0,1004,2462
646,4096,0,0,1,22,0,1074,2399
647,4096,0,0,1,22,0,1225,2537
648,4096,0,0,1,17,0,1361,2305
649,4096,0,0,1,29,0,1672,2313
650,4096,0,0,1,21,0,1353,2196
651,4096,0,0,1,27,0,1039,2514
652,4096,0,0,1,30,0,1014,2642
653,4096,0,0,1,18,0,959,2618
654,4096,0,0,1,25,0,1035,2299
655,4096,0,0,1,21,0,931,2350
656,4096,0,0,1,20,0,783,2530
657,4096,0,0,1,28,0,803,2516
658,4096,0,0,1,36,0,897,2503
659,4096,0,0,1,15,0,948,2507
660,4096,0,0,1,20,0,934,2440
661,4096,0,0,1,19,0,1377,2712
662,4096,0,0,1,29,0,1456,2298
663,4096,0,0,1,19,0,1442,1951
664,4096,0,0,1,13,0,1063,2246
665,4096,0,0,1,31,0,744,2537
666,4096,0,0,1,30,0,1012,2584
667,4096,0,0,1,17,0,1105,2471
668,4096,0,0,1,28,0,1282,2357
669,4096,0,0,1,32,0,1099,2580
670,4096,0,0,1,20,0,965,2620
671,4096,0,0,1,30,0,838,2635
672,4096,0,0,1,30,0,827,2566
673,4096,0,0,1,16,0,964,2481
