,QC_250m,granule_pnt,iobs_res,num_observations,obscov,orbit_pnt,sur_refl_b01,sur_refl_b02
2133,4096,0,0,1,24,0,1241,3011
2134,4096,0,0,1,48,0,1384,3293
2135,4096,0,0,1,42,0,1206,2913
2136,4096,0,0,1,27,0,976,1820
2137,4096,0,0,1,52,0,953,2869
2138,4096,0,0,1,29,0,1433,3110
2139,4096,0,0,1,31,0,1210,2830
2140,4096,0,0,1,48,0,1071,2401
2141,4096,0,0,1,36,0,1044,2816
2142,4096,0,0,1,48,0,1223,2863
2143,4096,2,0,1,17,1,982,2304
2144,4096,2,1,1,19,1,889,1805
2145,4096,2,1,1,23,1,911,1934
2146,4096,2,1,1,21,1,1038,2352
2147,4096,2,0,1,19,1,1012,2463
2148,4096,2,1,1,18,1,781,1667
2149,4096,2,1,1,17,1,816,1577
2150,4096,2,1,1,20,1,962,2113
2151,4096,2,0,1,18,1,875,2258
2152,4096,2,0,1,20,1,718,1465
2153,4096,2,0,1,21,1,749,1914
2154,4096,2,1,1,17,1,1038,2396
2155,4096,2,0,1,20,1,905,2194
2156,4096,2,0,1,16,1,799,1857
2157,4096,2,0,1,21,1,737,2100
2158,4096,2,0,1,24,1,888,2306
2159,4096,0,0,1,30,0,1848,2972
2160,4096,0,0,1,47,0,1639,2673
2161,4096,2,0,1,11,1,1191,2393
2162,4096,2,1,1,14,1,1228,2357
2163,4096,0,0,1,41,0,1740,3026
2164,4096,0,0,1,39,0,1584,2766
2165,4096,2,0,1,20,1,1107,2178
2166,4096,2,0,1,15,1,1024,2068
2167,4096,0,0,1,40,0,1028,3211
2168,4096,0,0,1,64,0,1044,3121
2169,4096,0,0,1,36,0,1024,2976
2170,4096,0,0,1,40,0,1016,3005
2171,4096,0,0,1,60,0,1045,2632
2172,4096,0,0,1,35,0,1184,2913
2173,4096,2,1,1,10,1,484,2235
2174,4096,2,1,1,11,1,509,2240
2175,4096,2,0,1,10,1,585,2298
2176,4096,2,0,1,9,1,537,2207
2177,4096,2,0,1,9,1,674,2229
2178,4096,2,0,1,9,1,695,2201
2179,4096,0,0,1,48,0,687,2986
2180,4096,0,0,1,33,0,714,2991
2181,4096,0,0,1,32,0,866,2860
2182,4096,0,0,1,44,0,735,2916
2183,4096,0,0,1,39,0,857,2764
2184,4096,0,0,1,24,0,1036,2795
2185,4096,2,0,1,9,1,759,2197
2186,4096,2,0,1,23,1,1321,2304
2187,4096,2,0,1,14,1,903,2104
2188,4096,2,0,1,13,1,1561,2267
2189,4096,2,0,1,14,1,898,2180
2190,4096,2,0,1,20,1,1456,2355
2191,4096,0,0,1,35,0,798,2693
2192,4096,0,0,1,50,0,815,2380
2193,4096,0,0,1,46,0,839,2485
2194,4096,0,0,1,35,0,1153,2585
2195,4096,0,0,1,50,0,1798,2939
2196,4096,0,0,1,43,0,2057,3115
2197,4096,0,0,1,36,0,1311,2476
2198,4096,0,0,1,49,0,1026,2291
2199,4096,0,0,1,49,0,927,2615
2200,4096,0,0,1,33,0,985,2518
2201,4096,0,0,1,52,0,1055,2650
2202,4096,0,0,1,46,0,1275,2786
2203,4096,0,0,1,34,0,1571,2774
2204,4096,0,0,1,52,0,1760,2872
2205,4096,0,0,1,43,0,1655,2605
2206,4096,0,0,1,35,0,1091,2202
2207,4096,0,0,1,54,0,989,2570
2208,4096,0,0,1,49,0,1146,2704
2209,4096,0,0,1,31,0,1235,2671
2210,4096,0,0,1,54,0,1590,2942
2211,4096,0,0,1,46,0,1729,2852
2212,4096,0,0,1,32,0,1607,2703
2213,4096,0,0,1,53,0,1731,2709
2214,4096,0,0,1,42,0,1224,2237
2215,4096,0,0,1,28,0,1163,2600
2216,4096,0,0,1,55,0,1278,2655
2217,4096,0,0,1,49,0,1424,2788
2218,4096,0,0,1,29,0,1765,3031
2219,4096,0,0,1,55,0,1749,2939
2220,4096,0,0,1,45,0,1300,2446
2221,4096,0,0,1,31,0,1441,2549
2222,4096,0,0,1,55,0,1561,2536
2223,4096,0,0,1,28,0,1163,2600
2224,4096,0,0,1,55,0,1278,2655
2225,4096,0,0,1,49,0,1424,2788
2226,4096,0,0,1,29,0,1765,3031
2227,4096,0,0,1,55,0,1749,2939
2228,4096,0,0,1,45,0,1300,2446
2229,4096,0,0,1,31,0,1441,2549
2230,4096,0,0,1,55,0,1561,2536
2231,4096,2,0,1,12,1,422,2341
2232,4096,2,0,1,12,1,432,2440
2233,4096,2,1,1,10,1,491,2398
2234,4096,2,1,1,10,1,613,2317
2235,4096,2,0,1,10,1,609,2311
2236,4096,2,1,1,12,1,609,2249
2237,4096,2,0,1,12,1,601,2209
2238,4096,2,0,1,12,1,602,2097
2239,4096,2,1,1,13,1,425,2400
2240,4096,2,0,1,14,1,459,2436
2241,4096,2,0,1,9,1,608,2442
2242,4096,2,0,1,13,1,631,2385
2243,4096,2,1,1,12,1,628,2334
2244,4096,2,1,1,8,1,608,2294
2245,4096,2,1,1,13,1,611,2163
2246,4096,2,0,1,13,1,602,2104
2247,4096,2,1,1,15,1,454,2373
2248,4096,2,0,1,13,1,462,2429
2249,4096,2,0,1,12,1,630,2476
2250,4096,2,1,1,11,1,635,2386
2251,4096,2,0,1,11,1,592,2293
2252,4096,2,0,1,13,1,589,2249
2253,4096,2,0,1,9,1,590,2206
2254,4096,2,0,1,15,1,570,2098
2255,4096,2,0,1,8,1,592,2273
2256,4096,2,1,1,9,1,607,2344
2257,4096,2,1,1,13,1,686,2362
2258,4096,2,0,1,9,1,626,2286
2259,4096,2,1,1,14,1,585,2182
2260,4096,2,0,1,12,1,567,2187
2261,4096,2,0,1,12,1,577,2295
2262,4096,2,0,1,10,1,585,2223
2263,4096,2,0,1,8,1,592,2273
2264,4096,2,1,1,9,1,607,2344
2265,4096,2,1,1,13,1,686,2362
2266,4096,2,0,1,9,1,626,2286
2267,4096,2,1,1,14,1,585,2182
2268,4096,2,0,1,12,1,567,2187
2269,4096,2,0,1,12,1,577,2295
2270,4096,2,0,1,10,1,585,2223
2271,4096,0,0,1,40,0,732,3401
2272,4096,0,0,1,36,0,696,3570
2273,4096,0,0,1,51,0,740,3322
2274,4096,0,0,1,31,0,749,3179
2275,4096,0,0,1,40,0,700,2997
2276,4096,0,0,1,34,0,669,2910
2277,4096,0,0,1,51,0,671,2978
2278,4096,0,0,1,27,0,671,2890
2279,4096,0,0,1,30,0,697,3289
2280,4096,0,0,1,55,0,735,3418
2281,4096,0,0,1,29,0,792,3237
2282,4096,0,0,1,39,0,823,3109
2283,4096,0,0,1,25,0,764,3097
2284,4096,0,0,1,56,0,664,3172
2285,4096,0,0,1,26,0,683,3021
2286,4096,0,0,1,39,0,760,2779
2287,4096,0,0,1,44,0,683,3266
2288,4096,0,0,1,25,0,754,3419
2289,4096,0,0,1,41,0,771,3288
2290,4096,0,0,1,29,0,805,3092
2291,4096,0,0,1,54,0,702,3174
2292,4096,0,0,1,30,0,671,3144
2293,4096,0,0,1,47,0,678,3002
2294,4096,0,0,1,21,0,664,2863
2295,4096,0,0,1,27,0,721,3026
2296,4096,0,0,1,47,0,906,3082
2297,4096,0,0,1,36,0,852,3151
2298,4096,0,0,1,50,0,719,3020
2299,4096,0,0,1,31,0,675,2937
2300,4096,0,0,1,44,0,659,3059
2301,4096,0,0,1,27,0,648,3203
2302,4096,0,0,1,35,0,704,3054
2303,4096,0,0,1,27,0,721,3026
2304,4096,0,0,1,47,0,906,3082
2305,4096,0,0,1,36,0,852,3151
2306,4096,0,0,1,50,0,719,3020
2307,4096,0,0,1,31,0,675,2937
2308,4096,0,0,1,44,0,659,3059
2309,4096,0,0,1,27,0,648,3203
2310,4096,0,0,1,35,0,704,3054
2311,4096,2,1,1,17,1,481,2189
2312,4096,2,0,1,25,1,877,2369
2313,4096,2,0,1,15,1,1372,2284
2314,4096,2,0,1,14,1,1381,1877
2315,4096,2,0,1,19,1,1435,1764
2316,4096,2,0,1,18,1,1448,1964
2317,4096,2,0,1,15,1,1455,2113
2318,4096,2,0,1,16,1,1503,2070
2319,4096,2,1,1,19,1,490,2234
2320,4096,2,0,1,15,1,1091,2435
2321,4096,2,1,1,24,1,1413,2321
2322,4096,2,0,1,17,1,1531,1849
2323,4096,2,1,1,16,1,1602,1760
2324,4096,2,0,1,20,1,1584,1753
2325,4096,2,0,1,18,1,1604,1806
2326,4096,2,0,1,14,1,1602,1862
2327,4096,2,0,1,26,1,504,2249
2328,4096,2,1,1,16,1,1023,2458
2329,4096,2,1,1,16,1,1389,2387
2330,4096,2,0,1,23,1,1485,1930
2331,4096,2,1,1,14,1,1526,1724
2332,4096,2,0,1,21,1,1515,1658
2333,4096,2,1,1,24,1,1551,1645
2334,4096,2,1,1,17,1,1567,1641
2335,4096,2,0,1,24,1,574,2173
2336,4096,2,1,1,21,1,818,2312
2337,4096,2,1,1,19,1,990,2346
2338,4096,2,1,1,22,1,1190,2308
2339,4096,2,0,1,24,1,1409,1958
2340,4096,2,0,1,15,1,1488,1825
2341,4096,2,1,1,18,1,1545,1818
2342,4096,2,0,1,27,1,1508,1792
2343,4096,2,0,1,24,1,574,2173
2344,4096,2,1,1,21,1,818,2312
2345,4096,2,1,1,19,1,990,2346
2346,4096,2,1,1,22,1,1190,2308
2347,4096,2,0,1,24,1,1409,1958
2348,4096,2,0,1,15,1,1488,1825
2349,4096,2,1,1,18,1,1545,1818
2350,4096,2,0,1,27,1,1508,1792
2351,4096,0,0,1,34,0,8196,8246
2352,4096,0,0,1,38,0,8831,8811
2353,4096,2,0,1,8,1,622,2245
2354,4096,2,0,1,12,1,635,2245
2355,4096,0,0,1,42,0,826,2728
2356,4096,0,0,1,27,0,842,2747
2357,4096,2,0,1,19,1,878,1603
2358,4096,2,0,1,22,1,834,1536
2359,4096,0,0,1,46,0,3766,4369
2360,4096,0,0,1,50,0,3317,4006
2361,4096,0,0,1,34,0,3375,4081
2362,4096,0,0,1,36,0,3449,4231
2363,4096,0,0,1,34,0,4668,5199
2364,4096,0,0,1,45,0,4122,4732
2365,4096,0,0,1,51,0,3771,4452
2366,4096,0,0,1,35,0,2621,3553
2367,4096,0,0,1,44,0,3907,4693
2368,4096,0,0,1,34,0,4073,4728
2369,4096,0,0,1,44,0,3030,3873
2370,4096,0,0,1,52,0,2216,3108
2371,4096,2,0,1,9,1,676,1863
2372,4096,2,0,1,6,1,558,1768
2373,4096,2,0,1,9,1,544,1764
2374,4096,2,0,1,8,1,619,1855
2375,4096,2,0,1,8,1,667,1840
2376,4096,2,0,1,4,1,692,1857
2377,4096,2,0,1,9,1,651,1842
2378,4096,2,0,1,8,1,722,1911
2379,4096,2,1,1,11,1,984,2256
2380,4096,2,1,1,8,1,895,2117
2381,4096,2,0,1,12,1,769,1918
2382,4096,2,0,1,10,1,881,2026
2383,4096,0,0,1,23,0,1376,2632
2384,4096,0,0,1,46,0,1125,2454
2385,4096,0,0,1,35,0,1236,2518
2386,4096,0,0,1,49,0,1325,2652
2387,4096,0,0,1,43,0,1382,2636
2388,4096,0,0,1,32,0,1275,2573
2389,4096,0,0,1,53,0,1233,2544
2390,4096,0,0,1,28,0,1318,2639
2391,4096,0,0,1,29,0,1553,2950
2392,4096,0,0,1,56,0,1370,2786
2393,4096,0,0,1,28,0,1346,2673
2394,4096,0,0,1,41,0,1443,2724
2395,4096,2,0,1,18,1,1863,2194
2396,4096,2,0,1,23,1,1810,2107
2397,4096,2,0,1,8,1,1821,2099
2398,4096,2,0,1,22,1,1818,2003
2399,4096,2,0,1,12,1,1752,2176
2400,4096,2,0,1,16,1,1804,2130
2401,4096,2,0,1,20,1,1868,2075
2402,4096,2,0,1,14,1,1055,1818
2403,4096,2,0,1,22,1,1413,2246
2404,4096,2,0,1,14,1,991,2030
2405,4096,2,0,1,13,1,1204,1988
2406,4096,2,0,1,16,1,1019,1973
2407,4096,0,0,1,39,0,794,2404
2408,4096,0,0,1,61,0,936,2277
2409,4096,0,0,1,33,0,830,2284
2410,4096,0,0,1,37,0,840,2276
2411,4096,0,0,1,51,0,811,2268
2412,4096,0,0,1,45,0,788,2487
2413,4096,0,0,1,33,0,586,1916
2414,4096,0,0,1,43,0,499,1678
2415,4096,0,0,1,53,0,805,2046
2416,4096,0,0,1,34,0,983,2561
2417,4096,0,0,1,41,0,1568,2817
2418,4096,0,0,1,55,0,1703,2925
2419,4096,0,0,1,25,0,1172,2352
2420,4096,0,0,1,51,0,950,1748
2421,4096,0,0,1,58,0,722,1947
2422,4096,0,0,1,26,0,744,1918
2423,4096,0,0,1,38,0,759,2185
2424,4096,0,0,1,37,0,696,2293
2425,4096,0,0,1,60,0,629,2019
2426,4096,0,0,1,35,0,514,1447
2427,4096,0,0,1,37,0,580,1298
2428,4096,0,0,1,51,0,796,2107
2429,4096,0,0,1,46,0,655,2036
2430,4096,0,0,1,33,0,538,1755
2431,4096,0,0,1,42,0,576,2026
2432,4096,0,0,1,55,0,805,2014
2433,4096,0,0,1,34,0,1352,2329
2434,4096,0,0,1,41,0,1438,2588
2435,4096,0,0,1,63,0,950,2258
2436,4096,0,0,1,33,0,744,1736
2437,4096,0,0,1,43,0,952,2245
2438,4096,0,0,1,63,0,956,2564
2439,4096,0,0,1,65,0,855,2288
2440,4096,0,0,1,39,0,802,2003
2441,4096,0,0,1,37,0,669,1852
2442,4096,0,0,1,58,0,485,1557
2443,4096,0,0,1,37,0,593,1663
2444,4096,0,0,1,36,0,895,2073
2445,4096,0,0,1,50,0,763,2086
2446,4096,0,0,1,46,0,670,2087
2447,4096,0,0,1,33,0,606,1912
2448,4096,0,0,1,38,0,1158,2075
2449,4096,0,0,1,57,0,1875,2914
2450,4096,0,0,1,36,0,1260,2424
2451,4096,0,0,1,39,0,679,2101
2452,4096,0,0,1,64,0,853,2391
2453,4096,0,0,1,36,0,1086,2786
2454,4096,0,0,1,41,0,1002,2563
2455,4096,0,0,1,65,0,855,2288
2456,4096,0,0,1,39,0,802,2003
2457,4096,0,0,1,37,0,669,1852
2458,4096,0,0,1,58,0,485,1557
2459,4096,0,0,1,37,0,593,1663
2460,4096,0,0,1,36,0,895,2073
2461,4096,0,0,1,50,0,763,2086
2462,4096,0,0,1,46,0,670,2087
2463,4096,0,0,1,33,0,606,1912
2464,4096,0,0,1,38,0,1158,2075
2465,4096,0,0,1,57,0,1875,2914
2466,4096,0,0,1,36,0,1260,2424
2467,4096,0,0,1,39,0,679,2101
2468,4096,0,0,1,64,0,853,2391
2469,4096,0,0,1,36,0,1086,2786
2470,4096,0,0,1,41,0,1002,2563
2471,4096,0,0,1,37,0,757,2204
2472,4096,0,0,1,64,0,620,2288
2473,4096,0,0,1,37,0,639,2348
2474,4096,0,0,1,36,0,828,2484
2475,4096,0,0,1,55,0,1770,3210
2476,4096,0,0,1,40,0,3022,4161
2477,4096,0,0,1,34,0,2224,3625
2478,4096,0,0,1,47,0,1144,2787
2479,4096,0,0,1,50,0,1162,2488
2480,4096,0,0,1,36,0,1076,2216
2481,4096,0,0,1,38,0,1619,2746
2482,4096,0,0,1,58,0,3329,4190
2483,4096,0,0,1,40,0,3246,4139
2484,4096,0,0,1,34,0,2692,3601
2485,4096,0,0,1,64,0,1316,2769
2486,4096,0,0,1,39,0,765,2204
2487,4096,0,0,1,37,0,670,2421
2488,4096,0,0,1,63,0,977,2638
2489,4096,0,0,1,36,0,1366,2925
2490,4096,0,0,1,37,0,1495,3119
2491,4096,0,0,1,54,0,1573,3159
2492,4096,0,0,1,42,0,1706,3164
2493,4096,0,0,1,33,0,1264,2751
2494,4096,0,0,1,45,0,780,2051
2495,4096,0,0,1,52,0,695,1876
2496,4096,0,0,1,37,0,1326,2512
2497,4096,0,0,1,38,0,2524,3479
2498,4096,0,0,1,58,0,2874,3766
2499,4096,0,0,1,40,0,1826,2854
2500,4096,0,0,1,34,0,622,1856
2501,4096,0,0,1,64,0,834,1783
2502,4096,0,0,1,42,0,707,2432
2503,4096,0,0,1,35,0,768,2582
2504,4096,0,0,1,62,0,976,2643
2505,4096,0,0,1,35,0,832,2917
2506,4096,0,0,1,36,0,1609,3113
2507,4096,0,0,1,52,0,1770,3065
2508,4096,0,0,1,45,0,1087,2582
2509,4096,0,0,1,34,0,714,2126
2510,4096,0,0,1,44,0,517,1840
2511,4096,0,0,1,52,0,644,1882
2512,4096,0,0,1,39,0,1253,2369
2513,4096,0,0,1,36,0,2011,3102
2514,4096,0,0,1,61,0,1457,2637
2515,4096,0,0,1,40,0,1770,2830
2516,4096,0,0,1,32,0,836,1559
2517,4096,0,0,1,64,0,721,2247
2518,4096,0,0,1,42,0,720,2435
2519,4096,0,0,1,35,0,751,2639
2520,4096,0,0,1,60,0,1037,2953
2521,4096,0,0,1,35,0,1435,3000
2522,4096,0,0,1,35,0,992,2598
2523,4096,0,0,1,51,0,576,1940
2524,4096,0,0,1,45,0,537,2014
2525,4096,0,0,1,35,0,469,1657
2526,4096,0,0,1,44,0,681,1656
2527,4096,0,0,1,53,0,1557,2595
2528,4096,0,0,1,39,0,1985,3018
2529,4096,0,0,1,30,0,1809,2993
2530,4096,0,0,1,63,0,2742,3814
2531,4096,0,0,1,42,0,796,1936
2532,4096,0,0,1,32,0,732,2115
2533,4096,0,0,1,64,0,714,2586
2534,4096,0,0,1,40,0,711,2855
2535,4096,0,0,1,36,0,795,2813
2536,4096,0,0,1,59,0,770,2692
2537,4096,0,0,1,36,0,603,2257
2538,4096,0,0,1,34,0,560,2007
2539,4096,0,0,1,52,0,658,2199
2540,4096,0,0,1,44,0,522,1784
2541,4096,0,0,1,36,0,751,1626
2542,4096,0,0,1,41,0,1231,2230
2543,4096,0,0,1,57,0,1759,2872
2544,4096,0,0,1,40,0,1845,2935
2545,4096,0,0,1,34,0,2074,3325
2546,4096,0,0,1,62,0,805,2140
2547,4096,0,0,1,43,0,782,2007
2548,4096,0,0,1,33,0,745,2815
2549,4096,0,0,1,63,0,862,2869
2550,4096,0,0,1,38,0,931,2803
2551,4096,0,0,1,36,0,788,2618
2552,4096,0,0,1,58,0,668,2246
2553,4096,0,0,1,34,0,627,2165
2554,4096,0,0,1,32,0,569,1982
2555,4096,0,0,1,51,0,539,1493
2556,4096,0,0,1,44,0,1104,1986
2557,4096,0,0,1,37,0,1272,2398
2558,4096,0,0,1,37,0,1755,2882
2559,4096,0,0,1,60,0,2067,3192
2560,4096,0,0,1,40,0,2764,3942
2561,4096,2,1,1,8,1,683,2120
2562,4096,2,1,1,11,1,721,2029
2563,4096,2,0,1,10,1,704,2152
2564,4096,2,0,1,9,1,751,2330
2565,4096,2,0,2,11,1,745,2329
2566,4096,1,1,2,7,0,736,2528
2567,4096,2,0,2,10,1,622,2263
2568,4096,2,1,2,12,1,584,2291
2569,4096,2,0,2,7,1,662,2194
2570,4096,2,1,2,10,1,716,2156
2571,4096,2,0,2,9,1,839,2175
2572,4096,2,0,2,10,1,988,2263
2573,4096,2,0,2,9,1,860,2088
2574,4096,2,0,2,10,1,895,2203
2575,4096,2,0,2,10,1,703,2143
2576,4096,2,1,2,12,1,645,2180
2577,4096,2,1,1,10,1,616,1973
2578,4096,2,0,1,12,1,622,2088
2579,4096,2,1,1,12,1,640,2290
2580,4096,2,1,1,8,1,686,2338
2581,4096,2,0,2,13,1,723,2129
2582,4096,2,1,2,11,1,687,2158
2583,4096,2,0,2,12,1,639,2286
2584,4096,2,1,2,12,1,618,2135
2585,4096,2,1,2,10,1,586,2171
2586,4096,2,0,2,11,1,612,2135
2587,4096,2,0,2,12,1,745,2120
2588,4096,2,1,2,9,1,699,2139
2589,4096,2,0,2,13,1,618,2077
2590,4096,2,1,2,10,1,648,1966
2591,4096,2,0,2,13,1,651,2109
2592,4096,2,1,2,13,1,604,2358
2593,4096,2,1,1,13,1,643,2058
2594,4096,2,1,1,12,1,654,2046
2595,4096,2,0,1,10,1,607,2192
2596,4096,2,0,1,12,1,644,2248
2597,4096,2,0,2,10,1,680,2132
2598,4096,2,0,2,13,1,699,1957
2599,4096,2,1,2,13,1,621,2086
2600,4096,2,1,2,10,1,587,2066
2601,4096,2,0,2,13,1,616,2123
2602,4096,2,1,2,9,1,577,2041
2603,4096,2,0,2,13,1,563,2008
2604,4096,2,1,2,13,1,587,2074
2605,4096,2,0,2,9,1,603,2109
2606,4096,2,0,2,14,1,630,2154
2607,4096,2,1,2,10,1,724,2455
2608,4096,2,1,2,13,1,560,2205
2609,4096,2,1,1,13,1,643,2058
2610,4096,2,1,1,12,1,654,2046
2611,4096,2,0,1,10,1,607,2192
2612,4096,2,0,1,12,1,644,2248
2613,4096,2,0,2,10,1,680,2132
2614,4096,2,0,2,13,1,699,1957
2615,4096,2,1,2,13,1,621,2086
2616,4096,2,1,2,10,1,587,2066
2617,4096,2,0,2,13,1,616,2123
2618,4096,2,1,2,9,1,577,2041
2619,4096,2,0,2,13,1,563,2008
2620,4096,2,1,2,13,1,587,2074
2621,4096,2,0,2,9,1,603,2109
2622,4096,2,0,2,14,1,630,2154
2623,4096,2,1,2,10,1,724,2455
2624,4096,2,1,2,13,1,560,2205
2625,4096,2,0,1,6,1,598,2082
2626,4096,2,1,1,8,1,538,1995
2627,4096,2,0,1,9,1,503,1858
2628,4096,2,1,2,9,1,652,2098
2629,4096,2,1,2,8,1,656,2086
2630,4096,1,1,2,8,0,777,2270
2631,4096,2,0,2,11,1,684,2191
2632,4096,2,1,2,8,1,707,2204
2633,4096,2,0,2,13,1,647,2120
2634,4096,2,1,2,11,1,560,2038
2635,4096,2,0,2,12,1,536,2084
2636,4096,2,1,2,13,1,511,2153
2637,4096,2,1,2,11,1,503,2121
2638,4096,2,0,2,12,1,522,2098
2639,4096,2,0,2,12,1,630,2386
2640,4096,2,0,1,7,1,622,1979
2641,4096,2,0,1,10,1,542,2068
2642,4096,2,0,1,9,1,517,2026
2643,4096,2,0,1,6,1,534,2007
2644,4096,2,0,2,8,1,696,2208
2645,4096,2,1,2,11,1,878,2267
2646,4096,2,0,2,12,1,998,2294
2647,4096,2,1,2,10,1,912,2232
2648,4096,2,0,2,13,1,622,2035
2649,4096,2,0,2,12,1,542,2014
2650,4096,2,1,2,12,1,636,2518
2651,4096,2,0,2,11,1,466,2139
2652,4096,2,1,2,13,1,487,2174
2653,4096,2,0,2,8,1,503,2133
2654,4096,1,2,2,5,0,605,2361
2655,4096,2,0,1,8,1,687,1740
2656,4096,2,0,1,13,1,595,1970
2657,4096,2,0,1,12,1,537,2108
2658,4096,2,0,1,9,1,575,2144
2659,4096,2,0,2,11,1,783,2316
2660,4096,2,0,2,7,1,1091,2421
2661,4096,2,0,2,12,1,1040,2338
2662,4096,2,0,2,13,1,746,2225
2663,4096,2,1,2,11,1,589,2099
2664,4096,2,0,2,14,1,572,2037
2665,4096,2,1,2,11,1,500,2045
2666,4096,2,1,2,10,1,470,2104
2667,4096,2,1,2,11,1,519,2179
2668,4096,2,0,2,7,1,516,2167
2669,4096,2,0,2,11,1,505,2139
2670,4096,2,0,1,12,1,683,1675
2671,4096,2,1,1,11,1,662,1898
2672,4096,2,1,1,8,1,611,2147
2673,4096,2,0,1,8,1,614,2278
2674,4096,2,0,2,11,1,758,2361
2675,4096,2,0,2,7,1,838,2325
2676,4096,2,0,2,13,1,724,2232
2677,4096,2,0,2,12,1,590,2141
2678,4096,2,0,2,8,1,511,2108
2679,4096,2,0,2,11,1,469,2082
2680,4096,2,0,2,8,1,479,1979
2681,4096,2,1,2,9,1,491,2079
2682,4096,2,0,2,8,1,490,2188
2683,4096,2,0,2,8,1,608,2349
2684,4096,2,0,2,9,1,534,2168
2685,4096,2,0,1,13,1,650,1930
2686,4096,2,1,1,11,1,624,1897
2687,4096,2,1,1,11,1,636,2339
2688,4096,2,0,2,11,1,742,2643
2689,4096,2,0,2,8,1,629,2388
2690,4096,2,0,2,13,1,631,2271
2691,4096,2,0,2,9,1,572,2121
2692,4096,2,0,2,8,1,556,2122
2693,4096,2,0,2,6,1,527,2165
2694,4096,2,0,2,8,1,523,2142
2695,4096,2,0,2,5,1,488,2100
2696,4096,2,0,2,7,1,472,2117
2697,4096,2,0,2,7,1,644,2273
2698,4096,2,0,2,4,1,789,2524
2699,4096,2,1,2,8,1,680,2575
2700,4096,2,1,1,11,1,687,1982
2701,4096,2,1,1,10,1,665,1843
2702,4096,2,1,1,10,1,662,2279
2703,4096,2,0,2,11,1,819,2611
2704,4096,2,0,2,9,1,713,2356
2705,4096,2,0,2,13,1,608,2296
2706,4096,2,0,2,10,1,632,2250
2707,4096,1,1,2,7,0,794,2671
2708,4096,2,1,2,10,1,746,2682
2709,4096,2,0,2,11,1,574,2295
2710,4096,2,0,2,7,1,545,2256
2711,4096,2,0,2,10,1,524,2265
2712,4096,2,0,2,9,1,561,2260
2713,4096,2,0,2,6,1,982,2522
2714,4096,2,0,2,8,1,580,2325
2715,4096,0,0,1,49,0,834,2545
2716,4096,0,0,1,29,0,943,2299
2717,4096,0,0,1,50,0,968,1972
2718,4096,0,0,1,30,0,1122,2914
2719,4096,0,0,1,52,0,1051,2930
2720,4096,0,0,1,37,0,859,2767
2721,4096,0,1,1,38,0,766,2730
2722,4096,0,0,1,47,0,727,2903
2723,4096,0,0,1,55,0,1018,2558
2724,4096,0,0,1,29,0,890,2640
2725,4096,0,0,1,55,0,1152,2708
2726,4096,0,0,1,31,0,1557,3019
2727,4096,0,0,1,39,0,1125,2578
2728,4096,0,0,1,46,0,1143,2516
2729,4096,0,0,1,38,0,951,2609
2730,4096,0,0,1,35,0,906,2542
2731,4096,0,0,1,30,0,774,2294
2732,4096,0,0,1,57,0,816,2470
2733,4096,0,0,1,21,0,926,2315
2734,4096,0,0,1,56,0,964,2897
2735,4096,0,0,1,35,0,1103,2567
2736,4096,0,0,1,32,0,937,2465
2737,4096,0,0,1,40,0,822,2879
2738,4096,0,0,1,41,0,762,2649
2739,4096,0,0,1,49,0,721,2689
2740,4096,0,0,1,31,0,719,2681
2741,4096,0,0,1,57,0,1101,2714
2742,4096,0,0,1,22,0,1016,2719
2743,4096,0,0,1,48,0,868,2580
2744,4096,0,1,1,49,0,986,2472
2745,4096,0,1,1,43,0,975,2667
2746,4096,0,0,1,37,0,836,2911
2747,4096,0,0,1,55,0,865,2349
2748,4096,0,0,1,29,0,897,2393
2749,4096,0,0,1,48,0,836,2639
2750,4096,0,0,1,34,0,859,2743
2751,4096,0,0,1,40,0,904,2639
2752,4096,0,0,1,32,0,1002,2372
2753,4096,0,0,1,47,0,856,2583
2754,4096,0,0,1,44,0,755,2597
2755,4096,0,0,1,32,0,708,2694
2756,4096,0,0,1,54,0,721,2542
2757,4096,0,0,1,32,0,733,2549
2758,4096,0,0,1,37,0,722,2581
2759,4096,0,0,1,31,0,828,2648
2760,4096,0,0,1,54,0,936,2753
2761,4096,0,0,1,30,0,1039,2842
2762,4096,0,0,1,43,0,847,2841
2763,4096,0,0,1,55,0,865,2349
2764,4096,0,0,1,29,0,897,2393
2765,4096,0,0,1,48,0,836,2639
2766,4096,0,0,1,34,0,859,2743
2767,4096,0,0,1,40,0,904,2639
2768,4096,0,0,1,32,0,1002,2372
2769,4096,0,0,1,47,0,856,2583
2770,4096,0,0,1,44,0,755,2597
2771,4096,0,0,1,32,0,708,2694
2772,4096,0,0,1,54,0,721,2542
2773,4096,0,0,1,32,0,733,2549
2774,4096,0,0,1,37,0,722,2581
2775,4096,0,0,1,31,0,828,2648
2776,4096,0,0,1,54,0,936,2753
2777,4096,0,0,1,30,0,1039,2842
2778,4096,0,0,1,43,0,847,2841
2779,4096,0,0,1,32,0,798,2469
2780,4096,0,0,1,55,0,668,2433
2781,4096,0,0,1,23,0,655,2455
2782,4096,0,0,1,51,0,709,2511
2783,4096,0,0,1,37,0,872,2688
2784,4096,0,0,1,39,0,943,2524
2785,4096,0,0,1,33,0,836,2717
2786,4096,0,0,1,45,0,930,2754
