,DayOfYear,DetailedQA,EVI,NDVI,RelativeAzimuth,SolarZenith,SummaryQA,ViewZenith,sur_refl_b01,sur_refl_b02,sur_refl_b03,sur_refl_b07
5347,227.0,2185.0,906.0,2106.0,-3806.0,2912.0,1.0,1063.0,938.0,1435.0,446.0,1878.0
5348,234.0,2185.0,896.0,2167.0,588.0,2859.0,1.0,979.0,858.0,1340.0,415.0,1951.0
5349,225.0,2185.0,874.0,2103.0,655.0,2858.0,1.0,972.0,876.0,1345.0,429.0,1896.0
5350,225.0,2185.0,836.0,2172.0,14106.0,2678.0,1.0,1061.0,798.0,1240.0,377.0,1701.0
5351,227.0,2185.0,1040.0,2139.0,-3345.0,2914.0,1.0,1108.0,1096.0,1701.0,514.0,2155.0
5352,234.0,2185.0,1051.0,2321.0,1322.0,2885.0,1.0,707.0,953.0,1543.0,450.0,1814.0
5353,227.0,2185.0,1092.0,2402.0,5129.0,2786.0,1.0,1199.0,951.0,1570.0,435.0,1826.0
5354,227.0,2185.0,1015.0,2231.0,-3520.0,2890.0,1.0,1383.0,974.0,1540.0,469.0,1870.0
5355,227.0,2185.0,989.0,2295.0,-3213.0,2912.0,1.0,1078.0,901.0,1439.0,434.0,1682.0
5356,227.0,2185.0,1539.0,3224.0,-3166.0,2912.0,1.0,1069.0,898.0,1761.0,421.0,1524.0
5357,234.0,2185.0,1540.0,3238.0,5450.0,2806.0,1.0,907.0,886.0,1741.0,430.0,1471.0
5358,227.0,2185.0,1061.0,2462.0,803.0,2835.0,1.0,1275.0,866.0,1431.0,443.0,1599.0
5359,227.0,2185.0,1137.0,2455.0,-3499.0,2887.0,1.0,1342.0,974.0,1605.0,478.0,1826.0
5360,227.0,2185.0,1061.0,2296.0,-3480.0,2887.0,1.0,1334.0,997.0,1597.0,470.0,1854.0
5361,227.0,2185.0,1151.0,2212.0,-3285.0,2937.0,1.0,811.0,1204.0,1890.0,570.0,2049.0
5362,227.0,2116.0,1104.0,2081.0,1075.0,2884.0,0.0,705.0,1253.0,1912.0,605.0,2156.0
5363,225.0,2185.0,969.0,2066.0,5115.0,2785.0,1.0,1198.0,1041.0,1584.0,511.0,2079.0
5364,227.0,2185.0,881.0,1889.0,-3304.0,2912.0,1.0,1082.0,1071.0,1570.0,515.0,1974.0
5365,227.0,2185.0,1059.0,2195.0,-3547.0,2889.0,1.0,1374.0,1083.0,1693.0,507.0,1915.0
5366,225.0,2185.0,1628.0,3263.0,5398.0,2806.0,1.0,902.0,933.0,1852.0,451.0,1448.0
5367,225.0,2185.0,1991.0,4149.0,5680.0,2829.0,1.0,608.0,778.0,1874.0,370.0,1090.0
5368,227.0,2116.0,1685.0,3191.0,-3537.0,2887.0,0.0,1351.0,1033.0,2005.0,507.0,1577.0
5369,227.0,2185.0,1111.0,2516.0,-3528.0,2886.0,1.0,1342.0,897.0,1501.0,440.0,1614.0
5370,227.0,2185.0,1118.0,2461.0,-3518.0,2886.0,1.0,1333.0,956.0,1596.0,423.0,1768.0
5371,234.0,2116.0,1072.0,2193.0,-3578.0,2937.0,0.0,822.0,1112.0,1733.0,519.0,2000.0
5372,234.0,2116.0,1265.0,2390.0,-3551.0,2914.0,0.0,1112.0,1212.0,1971.0,565.0,2066.0
5373,234.0,2116.0,1215.0,2306.0,-3438.0,2936.0,0.0,807.0,1227.0,1961.0,563.0,2110.0
5374,227.0,2116.0,1238.0,2271.0,-3409.0,2936.0,0.0,801.0,1288.0,2043.0,604.0,2095.0
5375,234.0,2116.0,1193.0,2202.0,-3261.0,2958.0,0.0,494.0,1291.0,2016.0,610.0,2056.0
5376,227.0,2185.0,1135.0,2284.0,-3611.0,2888.0,1.0,1378.0,1084.0,1728.0,543.0,1941.0
5377,227.0,2116.0,1791.0,3537.0,-3680.0,2891.0,0.0,1419.0,912.0,1929.0,439.0,1545.0
5378,227.0,2185.0,1230.0,2532.0,-3672.0,2890.0,1.0,1410.0,1027.0,1723.0,496.0,1888.0
5379,227.0,2116.0,1274.0,2789.0,-3619.0,2935.0,0.0,804.0,914.0,1623.0,427.0,1699.0
5380,227.0,2185.0,1169.0,2560.0,-3664.0,2889.0,1.0,1396.0,949.0,1608.0,441.0,1876.0
5381,227.0,2185.0,1322.0,2526.0,-3587.0,2911.0,1.0,1089.0,1178.0,1978.0,529.0,1947.0
5382,227.0,2185.0,1242.0,2539.0,-3648.0,2887.0,1.0,1378.0,1053.0,1769.0,490.0,1919.0
5383,227.0,2116.0,1836.0,3788.0,-3832.0,2936.0,0.0,822.0,827.0,1841.0,401.0,1204.0
5384,227.0,2185.0,1309.0,2608.0,-3768.0,2935.0,1.0,813.0,1105.0,1885.0,496.0,1893.0
5385,225.0,2185.0,1238.0,2710.0,5075.0,2830.0,1.0,603.0,949.0,1654.0,418.0,1737.0
5386,234.0,2185.0,1383.0,2902.0,9556.0,2754.0,1.0,807.0,953.0,1752.0,423.0,1695.0
5387,227.0,2185.0,1256.0,2523.0,-3673.0,2911.0,1.0,1086.0,1073.0,1804.0,503.0,2065.0
5388,227.0,2185.0,1471.0,2999.0,-3674.0,2910.0,1.0,1079.0,985.0,1839.0,440.0,1775.0
5389,227.0,2116.0,1935.0,3454.0,-4018.0,2958.0,0.0,519.0,1098.0,2255.0,522.0,1662.0
5390,234.0,2116.0,1968.0,3276.0,-3967.0,2958.0,0.0,514.0,1252.0,2484.0,588.0,1934.0
5391,234.0,2116.0,2163.0,3559.0,-3795.0,2911.0,0.0,1101.0,1223.0,2573.0,573.0,1997.0
5392,234.0,2116.0,1962.0,3423.0,-3829.0,2934.0,0.0,794.0,1134.0,2324.0,535.0,1835.0
5393,227.0,2116.0,1583.0,3164.0,-3720.0,2887.0,0.0,1382.0,977.0,1878.0,469.0,1828.0
5394,234.0,2185.0,2107.0,3796.0,-3792.0,2956.0,1.0,478.0,1034.0,2298.0,470.0,1532.0
5395,234.0,2116.0,2444.0,3912.0,-4314.0,2981.0,0.0,220.0,1140.0,2604.0,597.0,1556.0
5396,234.0,2116.0,2474.0,3889.0,-4046.0,2934.0,0.0,808.0,1189.0,2704.0,606.0,1748.0
5397,227.0,2116.0,2537.0,4262.0,-3865.0,2910.0,0.0,1099.0,1021.0,2531.0,502.0,1609.0
5398,227.0,2116.0,1667.0,3248.0,-3755.0,2887.0,0.0,1391.0,985.0,1932.0,481.0,1855.0
5399,227.0,2185.0,1427.0,3063.0,-3979.0,2933.0,1.0,785.0,893.0,1683.0,429.0,1562.0
5400,227.0,2185.0,2256.0,4129.0,-3906.0,2932.0,1.0,776.0,927.0,2233.0,443.0,1317.0
5401,234.0,2116.0,1072.0,2193.0,-3578.0,2937.0,0.0,822.0,1112.0,1733.0,519.0,2000.0
5402,234.0,2116.0,1265.0,2390.0,-3551.0,2914.0,0.0,1112.0,1212.0,1971.0,565.0,2066.0
5403,234.0,2116.0,1215.0,2306.0,-3438.0,2936.0,0.0,807.0,1227.0,1961.0,563.0,2110.0
5404,227.0,2116.0,1238.0,2271.0,-3409.0,2936.0,0.0,801.0,1288.0,2043.0,604.0,2095.0
5405,234.0,2116.0,1193.0,2202.0,-3261.0,2958.0,0.0,494.0,1291.0,2016.0,610.0,2056.0
5406,227.0,2185.0,1135.0,2284.0,-3611.0,2888.0,1.0,1378.0,1084.0,1728.0,543.0,1941.0
5407,227.0,2116.0,1791.0,3537.0,-3680.0,2891.0,0.0,1419.0,912.0,1929.0,439.0,1545.0
5408,227.0,2185.0,1230.0,2532.0,-3672.0,2890.0,1.0,1410.0,1027.0,1723.0,496.0,1888.0
5409,227.0,2116.0,1274.0,2789.0,-3619.0,2935.0,0.0,804.0,914.0,1623.0,427.0,1699.0
5410,227.0,2185.0,1169.0,2560.0,-3664.0,2889.0,1.0,1396.0,949.0,1608.0,441.0,1876.0
5411,227.0,2185.0,1322.0,2526.0,-3587.0,2911.0,1.0,1089.0,1178.0,1978.0,529.0,1947.0
5412,227.0,2185.0,1242.0,2539.0,-3648.0,2887.0,1.0,1378.0,1053.0,1769.0,490.0,1919.0
5413,227.0,2116.0,1836.0,3788.0,-3832.0,2936.0,0.0,822.0,827.0,1841.0,401.0,1204.0
5414,227.0,2185.0,1309.0,2608.0,-3768.0,2935.0,1.0,813.0,1105.0,1885.0,496.0,1893.0
5415,225.0,2185.0,1238.0,2710.0,5075.0,2830.0,1.0,603.0,949.0,1654.0,418.0,1737.0
5416,234.0,2185.0,1383.0,2902.0,9556.0,2754.0,1.0,807.0,953.0,1752.0,423.0,1695.0
5417,227.0,2185.0,1256.0,2523.0,-3673.0,2911.0,1.0,1086.0,1073.0,1804.0,503.0,2065.0
5418,227.0,2185.0,1471.0,2999.0,-3674.0,2910.0,1.0,1079.0,985.0,1839.0,440.0,1775.0
5419,227.0,2116.0,1935.0,3454.0,-4018.0,2958.0,0.0,519.0,1098.0,2255.0,522.0,1662.0
5420,234.0,2116.0,1968.0,3276.0,-3967.0,2958.0,0.0,514.0,1252.0,2484.0,588.0,1934.0
5421,234.0,2116.0,2163.0,3559.0,-3795.0,2911.0,0.0,1101.0,1223.0,2573.0,573.0,1997.0
5422,234.0,2116.0,1962.0,3423.0,-3829.0,2934.0,0.0,794.0,1134.0,2324.0,535.0,1835.0
5423,227.0,2116.0,1583.0,3164.0,-3720.0,2887.0,0.0,1382.0,977.0,1878.0,469.0,1828.0
5424,234.0,2185.0,2107.0,3796.0,-3792.0,2956.0,1.0,478.0,1034.0,2298.0,470.0,1532.0
5425,234.0,2116.0,2444.0,3912.0,-4314.0,2981.0,0.0,220.0,1140.0,2604.0,597.0,1556.0
5426,234.0,2116.0,2474.0,3889.0,-4046.0,2934.0,0.0,808.0,1189.0,2704.0,606.0,1748.0
5427,227.0,2116.0,2537.0,4262.0,-3865.0,2910.0,0.0,1099.0,1021.0,2531.0,502.0,1609.0
5428,227.0,2116.0,1667.0,3248.0,-3755.0,2887.0,0.0,1391.0,985.0,1932.0,481.0,1855.0
5429,227.0,2185.0,1427.0,3063.0,-3979.0,2933.0,1.0,785.0,893.0,1683.0,429.0,1562.0
5430,227.0,2185.0,2256.0,4129.0,-3906.0,2932.0,1.0,776.0,927.0,2233.0,443.0,1317.0
5431,234.0,2116.0,1072.0,2193.0,-3578.0,2937.0,0.0,822.0,1112.0,1733.0,519.0,2000.0
5432,234.0,2116.0,1265.0,2390.0,-3551.0,2914.0,0.0,1112.0,1212.0,1971.0,565.0,2066.0
5433,234.0,2116.0,1215.0,2306.0,-3438.0,2936.0,0.0,807.0,1227.0,1961.0,563.0,2110.0
5434,227.0,2116.0,1238.0,2271.0,-3409.0,2936.0,0.0,801.0,1288.0,2043.0,604.0,2095.0
5435,234.0,2116.0,1193.0,2202.0,-3261.0,2958.0,0.0,494.0,1291.0,2016.0,610.0,2056.0
5436,227.0,2185.0,1135.0,2284.0,-3611.0,2888.0,1.0,1378.0,1084.0,1728.0,543.0,1941.0
5437,227.0,2116.0,1791.0,3537.0,-3680.0,2891.0,0.0,1419.0,912.0,1929.0,439.0,1545.0
5438,227.0,2185.0,1230.0,2532.0,-3672.0,2890.0,1.0,1410.0,1027.0,1723.0,496.0,1888.0
5439,227.0,2116.0,1274.0,2789.0,-3619.0,2935.0,0.0,804.0,914.0,1623.0,427.0,1699.0
5440,227.0,2185.0,1169.0,2560.0,-3664.0,2889.0,1.0,1396.0,949.0,1608.0,441.0,1876.0
5441,227.0,2185.0,1322.0,2526.0,-3587.0,2911.0,1.0,1089.0,1178.0,1978.0,529.0,1947.0
5442,227.0,2185.0,1242.0,2539.0,-3648.0,2887.0,1.0,1378.0,1053.0,1769.0,490.0,1919.0
5443,227.0,2116.0,1836.0,3788.0,-3832.0,2936.0,0.0,822.0,827.0,1841.0,401.0,1204.0
5444,227.0,2185.0,1309.0,2608.0,-3768.0,2935.0,1.0,813.0,1105.0,1885.0,496.0,1893.0
5445,225.0,2185.0,1238.0,2710.0,5075.0,2830.0,1.0,603.0,949.0,1654.0,418.0,1737.0
5446,234.0,2185.0,1383.0,2902.0,9556.0,2754.0,1.0,807.0,953.0,1752.0,423.0,1695.0
5447,227.0,2185.0,1256.0,2523.0,-3673.0,2911.0,1.0,1086.0,1073.0,1804.0,503.0,2065.0
5448,227.0,2185.0,1471.0,2999.0,-3674.0,2910.0,1.0,1079.0,985.0,1839.0,440.0,1775.0
5449,227.0,2116.0,1935.0,3454.0,-4018.0,2958.0,0.0,519.0,1098.0,2255.0,522.0,1662.0
5450,234.0,2116.0,1968.0,3276.0,-3967.0,2958.0,0.0,514.0,1252.0,2484.0,588.0,1934.0
5451,234.0,2116.0,2163.0,3559.0,-3795.0,2911.0,0.0,1101.0,1223.0,2573.0,573.0,1997.0
5452,234.0,2116.0,1962.0,3423.0,-3829.0,2934.0,0.0,794.0,1134.0,2324.0,535.0,1835.0
5453,227.0,2116.0,1583.0,3164.0,-3720.0,2887.0,0.0,1382.0,977.0,1878.0,469.0,1828.0
5454,234.0,2185.0,2107.0,3796.0,-3792.0,2956.0,1.0,478.0,1034.0,2298.0,470.0,1532.0
5455,234.0,2116.0,2444.0,3912.0,-4314.0,2981.0,0.0,220.0,1140.0,2604.0,597.0,1556.0
5456,234.0,2116.0,2474.0,3889.0,-4046.0,2934.0,0.0,808.0,1189.0,2704.0,606.0,1748.0
5457,227.0,2116.0,2537.0,4262.0,-3865.0,2910.0,0.0,1099.0,1021.0,2531.0,502.0,1609.0
5458,227.0,2116.0,1667.0,3248.0,-3755.0,2887.0,0.0,1391.0,985.0,1932.0,481.0,1855.0
5459,227.0,2185.0,1427.0,3063.0,-3979.0,2933.0,1.0,785.0,893.0,1683.0,429.0,1562.0
5460,227.0,2185.0,2256.0,4129.0,-3906.0,2932.0,1.0,776.0,927.0,2233.0,443.0,1317.0
5461,234.0,2116.0,1072.0,2193.0,-3578.0,2937.0,0.0,822.0,1112.0,1733.0,519.0,2000.0
5462,234.0,2116.0,1265.0,2390.0,-3551.0,2914.0,0.0,1112.0,1212.0,1971.0,565.0,2066.0
5463,234.0,2116.0,1215.0,2306.0,-3438.0,2936.0,0.0,807.0,1227.0,1961.0,563.0,2110.0
5464,227.0,2116.0,1238.0,2271.0,-3409.0,2936.0,0.0,801.0,1288.0,2043.0,604.0,2095.0
5465,234.0,2116.0,1193.0,2202.0,-3261.0,2958.0,0.0,494.0,1291.0,2016.0,610.0,2056.0
5466,227.0,2185.0,1135.0,2284.0,-3611.0,2888.0,1.0,1378.0,1084.0,1728.0,543.0,1941.0
5467,227.0,2116.0,1791.0,3537.0,-3680.0,2891.0,0.0,1419.0,912.0,1929.0,439.0,1545.0
5468,227.0,2185.0,1230.0,2532.0,-3672.0,2890.0,1.0,1410.0,1027.0,1723.0,496.0,1888.0
5469,227.0,2116.0,1274.0,2789.0,-3619.0,2935.0,0.0,804.0,914.0,1623.0,427.0,1699.0
5470,227.0,2185.0,1169.0,2560.0,-3664.0,2889.0,1.0,1396.0,949.0,1608.0,441.0,1876.0
5471,227.0,2185.0,1322.0,2526.0,-3587.0,2911.0,1.0,1089.0,1178.0,1978.0,529.0,1947.0
5472,227.0,2185.0,1242.0,2539.0,-3648.0,2887.0,1.0,1378.0,1053.0,1769.0,490.0,1919.0
5473,227.0,2116.0,1836.0,3788.0,-3832.0,2936.0,0.0,822.0,827.0,1841.0,401.0,1204.0
5474,227.0,2185.0,1309.0,2608.0,-3768.0,2935.0,1.0,813.0,1105.0,1885.0,496.0,1893.0
5475,225.0,2185.0,1238.0,2710.0,5075.0,2830.0,1.0,603.0,949.0,1654.0,418.0,1737.0
5476,234.0,2185.0,1383.0,2902.0,9556.0,2754.0,1.0,807.0,953.0,1752.0,423.0,1695.0
5477,227.0,2185.0,1256.0,2523.0,-3673.0,2911.0,1.0,1086.0,1073.0,1804.0,503.0,2065.0
5478,227.0,2185.0,1471.0,2999.0,-3674.0,2910.0,1.0,1079.0,985.0,1839.0,440.0,1775.0
5479,227.0,2116.0,1935.0,3454.0,-4018.0,2958.0,0.0,519.0,1098.0,2255.0,522.0,1662.0
5480,234.0,2116.0,1968.0,3276.0,-3967.0,2958.0,0.0,514.0,1252.0,2484.0,588.0,1934.0
5481,234.0,2116.0,2163.0,3559.0,-3795.0,2911.0,0.0,1101.0,1223.0,2573.0,573.0,1997.0
5482,234.0,2116.0,1962.0,3423.0,-3829.0,2934.0,0.0,794.0,1134.0,2324.0,535.0,1835.0
5483,227.0,2116.0,1583.0,3164.0,-3720.0,2887.0,0.0,1382.0,977.0,1878.0,469.0,1828.0
5484,234.0,2185.0,2107.0,3796.0,-3792.0,2956.0,1.0,478.0,1034.0,2298.0,470.0,1532.0
5485,234.0,2116.0,2444.0,3912.0,-4314.0,2981.0,0.0,220.0,1140.0,2604.0,597.0,1556.0
5486,234.0,2116.0,2474.0,3889.0,-4046.0,2934.0,0.0,808.0,1189.0,2704.0,606.0,1748.0
5487,227.0,2116.0,2537.0,4262.0,-3865.0,2910.0,0.0,1099.0,1021.0,2531.0,502.0,1609.0
5488,227.0,2116.0,1667.0,3248.0,-3755.0,2887.0,0.0,1391.0,985.0,1932.0,481.0,1855.0
5489,227.0,2185.0,1427.0,3063.0,-3979.0,2933.0,1.0,785.0,893.0,1683.0,429.0,1562.0
5490,227.0,2185.0,2256.0,4129.0,-3906.0,2932.0,1.0,776.0,927.0,2233.0,443.0,1317.0
5491,227.0,2116.0,1660.0,3061.0,-3326.0,2934.0,0.0,774.0,1123.0,2103.0,541.0,1543.0
5492,234.0,2116.0,2118.0,3891.0,-2833.0,2980.0,0.0,171.0,971.0,2205.0,460.0,1345.0
5493,234.0,2116.0,1920.0,3836.0,5611.0,2828.0,0.0,606.0,862.0,1940.0,415.0,1254.0
5494,227.0,2185.0,1103.0,2602.0,-2878.0,2955.0,1.0,455.0,835.0,1423.0,411.0,1391.0
5495,227.0,2185.0,859.0,2002.0,-3302.0,2909.0,1.0,1043.0,906.0,1361.0,477.0,1687.0
5496,234.0,2185.0,1596.0,3546.0,-2672.0,2955.0,1.0,441.0,784.0,1667.0,340.0,1303.0
5497,234.0,2116.0,1539.0,2914.0,-3255.0,2979.0,0.0,177.0,1091.0,1988.0,527.0,1571.0
5498,234.0,2116.0,2117.0,3923.0,-3222.0,2956.0,0.0,467.0,952.0,2177.0,455.0,1290.0
5499,225.0,2185.0,2012.0,4050.0,5214.0,2804.0,1.0,899.0,824.0,1942.0,403.0,1171.0
5500,227.0,2185.0,1643.0,3248.0,-3631.0,2885.0,1.0,1346.0,974.0,1908.0,471.0,1590.0
5501,227.0,2185.0,2354.0,4528.0,-3631.0,2884.0,1.0,1337.0,804.0,2141.0,370.0,1228.0
5502,227.0,2185.0,2393.0,4601.0,-3397.0,2907.0,1.0,1035.0,824.0,2215.0,350.0,1180.0
5503,227.0,2116.0,2272.0,4233.0,-3685.0,2886.0,0.0,1368.0,905.0,2211.0,431.0,1328.0
5504,227.0,2116.0,2267.0,4336.0,-3534.0,2955.0,0.0,465.0,825.0,2086.0,416.0,1105.0
5505,234.0,2116.0,2127.0,4068.0,-3309.0,2978.0,0.0,159.0,886.0,2093.0,428.0,1192.0
5506,234.0,2116.0,2170.0,4151.0,-3171.0,2977.0,0.0,150.0,873.0,2101.0,423.0,1212.0
5507,234.0,2116.0,2172.0,3959.0,-3107.0,2977.0,0.0,141.0,959.0,2212.0,471.0,1257.0
5508,234.0,2116.0,2371.0,4868.0,5423.0,2825.0,0.0,604.0,677.0,1957.0,338.0,878.0
5509,227.0,2116.0,1660.0,3061.0,-3326.0,2934.0,0.0,774.0,1123.0,2103.0,541.0,1543.0
5510,234.0,2116.0,2118.0,3891.0,-2833.0,2980.0,0.0,171.0,971.0,2205.0,460.0,1345.0
5511,234.0,2116.0,1920.0,3836.0,5611.0,2828.0,0.0,606.0,862.0,1940.0,415.0,1254.0
5512,227.0,2185.0,1103.0,2602.0,-2878.0,2955.0,1.0,455.0,835.0,1423.0,411.0,1391.0
5513,227.0,2185.0,859.0,2002.0,-3302.0,2909.0,1.0,1043.0,906.0,1361.0,477.0,1687.0
5514,234.0,2185.0,1596.0,3546.0,-2672.0,2955.0,1.0,441.0,784.0,1667.0,340.0,1303.0
5515,234.0,2116.0,1539.0,2914.0,-3255.0,2979.0,0.0,177.0,1091.0,1988.0,527.0,1571.0
5516,234.0,2116.0,2117.0,3923.0,-3222.0,2956.0,0.0,467.0,952.0,2177.0,455.0,1290.0
5517,225.0,2185.0,2012.0,4050.0,5214.0,2804.0,1.0,899.0,824.0,1942.0,403.0,1171.0
5518,227.0,2185.0,1643.0,3248.0,-3631.0,2885.0,1.0,1346.0,974.0,1908.0,471.0,1590.0
5519,227.0,2185.0,2354.0,4528.0,-3631.0,2884.0,1.0,1337.0,804.0,2141.0,370.0,1228.0
5520,227.0,2185.0,2393.0,4601.0,-3397.0,2907.0,1.0,1035.0,824.0,2215.0,350.0,1180.0
5521,227.0,2116.0,2272.0,4233.0,-3685.0,2886.0,0.0,1368.0,905.0,2211.0,431.0,1328.0
5522,227.0,2116.0,2267.0,4336.0,-3534.0,2955.0,0.0,465.0,825.0,2086.0,416.0,1105.0
5523,234.0,2116.0,2127.0,4068.0,-3309.0,2978.0,0.0,159.0,886.0,2093.0,428.0,1192.0
5524,234.0,2116.0,2170.0,4151.0,-3171.0,2977.0,0.0,150.0,873.0,2101.0,423.0,1212.0
5525,234.0,2116.0,2172.0,3959.0,-3107.0,2977.0,0.0,141.0,959.0,2212.0,471.0,1257.0
5526,234.0,2116.0,2371.0,4868.0,5423.0,2825.0,0.0,604.0,677.0,1957.0,338.0,878.0
5527,227.0,2116.0,1660.0,3061.0,-3326.0,2934.0,0.0,774.0,1123.0,2103.0,541.0,1543.0
5528,234.0,2116.0,2118.0,3891.0,-2833.0,2980.0,0.0,171.0,971.0,2205.0,460.0,1345.0
5529,234.0,2116.0,1920.0,3836.0,5611.0,2828.0,0.0,606.0,862.0,1940.0,415.0,1254.0
5530,227.0,2185.0,1103.0,2602.0,-2878.0,2955.0,1.0,455.0,835.0,1423.0,411.0,1391.0
5531,227.0,2185.0,859.0,2002.0,-3302.0,2909.0,1.0,1043.0,906.0,1361.0,477.0,1687.0
5532,234.0,2185.0,1596.0,3546.0,-2672.0,2955.0,1.0,441.0,784.0,1667.0,340.0,1303.0
5533,234.0,2116.0,1539.0,2914.0,-3255.0,2979.0,0.0,177.0,1091.0,1988.0,527.0,1571.0
5534,234.0,2116.0,2117.0,3923.0,-3222.0,2956.0,0.0,467.0,952.0,2177.0,455.0,1290.0
5535,225.0,2185.0,2012.0,4050.0,5214.0,2804.0,1.0,899.0,824.0,1942.0,403.0,1171.0
5536,227.0,2185.0,1643.0,3248.0,-3631.0,2885.0,1.0,1346.0,974.0,1908.0,471.0,1590.0
5537,227.0,2185.0,2354.0,4528.0,-3631.0,2884.0,1.0,1337.0,804.0,2141.0,370.0,1228.0
5538,227.0,2185.0,2393.0,4601.0,-3397.0,2907.0,1.0,1035.0,824.0,2215.0,350.0,1180.0
5539,227.0,2116.0,2272.0,4233.0,-3685.0,2886.0,0.0,1368.0,905.0,2211.0,431.0,1328.0
5540,227.0,2116.0,2267.0,4336.0,-3534.0,2955.0,0.0,465.0,825.0,2086.0,416.0,1105.0
5541,234.0,2116.0,2127.0,4068.0,-3309.0,2978.0,0.0,159.0,886.0,2093.0,428.0,1192.0
5542,234.0,2116.0,2170.0,4151.0,-3171.0,2977.0,0.0,150.0,873.0,2101.0,423.0,1212.0
5543,234.0,2116.0,2172.0,3959.0,-3107.0,2977.0,0.0,141.0,959.0,2212.0,471.0,1257.0
5544,234.0,2116.0,2371.0,4868.0,5423.0,2825.0,0.0,604.0,677.0,1957.0,338.0,878.0
5545,227.0,2116.0,1660.0,3061.0,-3326.0,2934.0,0.0,774.0,1123.0,2103.0,541.0,1543.0
5546,234.0,2116.0,2118.0,3891.0,-2833.0,2980.0,0.0,171.0,971.0,2205.0,460.0,1345.0
5547,234.0,2116.0,1920.0,3836.0,5611.0,2828.0,0.0,606.0,862.0,1940.0,415.0,1254.0
5548,227.0,2185.0,1103.0,2602.0,-2878.0,2955.0,1.0,455.0,835.0,1423.0,411.0,1391.0
5549,227.0,2185.0,859.0,2002.0,-3302.0,2909.0,1.0,1043.0,906.0,1361.0,477.0,1687.0
5550,234.0,2185.0,1596.0,3546.0,-2672.0,2955.0,1.0,441.0,784.0,1667.0,340.0,1303.0
5551,234.0,2116.0,1539.0,2914.0,-3255.0,2979.0,0.0,177.0,1091.0,1988.0,527.0,1571.0
5552,234.0,2116.0,2117.0,3923.0,-3222.0,2956.0,0.0,467.0,952.0,2177.0,455.0,1290.0
5553,225.0,2185.0,2012.0,4050.0,5214.0,2804.0,1.0,899.0,824.0,1942.0,403.0,1171.0
5554,227.0,2185.0,1643.0,3248.0,-3631.0,2885.0,1.0,1346.0,974.0,1908.0,471.0,1590.0
5555,227.0,2185.0,2354.0,4528.0,-3631.0,2884.0,1.0,1337.0,804.0,2141.0,370.0,1228.0
5556,227.0,2185.0,2393.0,4601.0,-3397.0,2907.0,1.0,1035.0,824.0,2215.0,350.0,1180.0
5557,227.0,2116.0,2272.0,4233.0,-3685.0,2886.0,0.0,1368.0,905.0,2211.0,431.0,1328.0
5558,227.0,2116.0,2267.0,4336.0,-3534.0,2955.0,0.0,465.0,825.0,2086.0,416.0,1105.0
5559,234.0,2116.0,2127.0,4068.0,-3309.0,2978.0,0.0,159.0,886.0,2093.0,428.0,1192.0
5560,234.0,2116.0,2170.0,4151.0,-3171.0,2977.0,0.0,150.0,873.0,2101.0,423.0,1212.0
5561,234.0,2116.0,2172.0,3959.0,-3107.0,2977.0,0.0,141.0,959.0,2212.0,471.0,1257.0
5562,234.0,2116.0,2371.0,4868.0,5423.0,2825.0,0.0,604.0,677.0,1957.0,338.0,878.0
5563,225.0,2185.0,1016.0,2317.0,9500.0,2754.0,1.0,827.0,988.0,1570.0,419.0,1807.0
5564,225.0,2185.0,954.0,2316.0,14054.0,2678.0,1.0,1067.0,868.0,1392.0,389.0,1679.0
5565,225.0,2185.0,1066.0,2547.0,14053.0,2678.0,1.0,1076.0,854.0,1439.0,382.0,1654.0
5566,225.0,2185.0,1043.0,2419.0,14039.0,2677.0,1.0,1083.0,920.0,1503.0,407.0,1722.0
5567,225.0,2185.0,860.0,2011.0,14026.0,2677.0,1.0,1090.0,921.0,1391.0,445.0,1721.0
5568,234.0,2185.0,1327.0,2790.0,5164.0,2827.0,1.0,601.0,982.0,1752.0,424.0,1661.0
5569,225.0,2185.0,1688.0,3416.0,9580.0,2751.0,1.0,855.0,941.0,1906.0,432.0,1546.0
5570,225.0,2185.0,2444.0,4724.0,481.0,2902.0,1.0,343.0,767.0,2127.0,371.0,1104.0
5571,234.0,2116.0,2764.0,5122.0,-3584.0,2977.0,0.0,81.0,734.0,2271.0,369.0,1008.0
5572,225.0,2185.0,836.0,2172.0,14106.0,2678.0,1.0,1061.0,798.0,1240.0,377.0,1701.0
5573,234.0,2185.0,975.0,2338.0,78.0,2904.0,1.0,370.0,879.0,1412.0,401.0,1741.0
5574,225.0,2185.0,1103.0,2677.0,14102.0,2677.0,1.0,1077.0,826.0,1430.0,363.0,1499.0
5575,225.0,2185.0,816.0,1844.0,9389.0,2752.0,1.0,845.0,991.0,1447.0,472.0,1956.0
5576,225.0,2185.0,763.0,1894.0,9506.0,2752.0,1.0,848.0,868.0,1272.0,434.0,1595.0
5577,234.0,2185.0,1036.0,2382.0,9493.0,2751.0,1.0,850.0,936.0,1519.0,421.0,1735.0
5578,225.0,2185.0,1296.0,2821.0,9479.0,2751.0,1.0,855.0,916.0,1653.0,412.0,1612.0
5579,234.0,2116.0,2463.0,4470.0,341.0,2901.0,0.0,343.0,890.0,2322.0,420.0,1276.0
