,DayOfYear,DetailedQA,EVI,NDVI,RelativeAzimuth,SolarZenith,SummaryQA,ViewZenith,sur_refl_b01,sur_refl_b02,sur_refl_b03,sur_refl_b07
0,236.0,2116.0,2015.0,3141.0,809.0,2900.0,0.0,711.0,1435.0,2743.0,682.0,2016.0
1,236.0,2116.0,1973.0,3055.0,808.0,2899.0,0.0,709.0,1461.0,2746.0,699.0,2075.0
2,229.0,2116.0,1959.0,3040.0,5185.0,2924.0,0.0,610.0,1497.0,2769.0,716.0,2077.0
3,229.0,2116.0,1841.0,2765.0,840.0,2898.0,0.0,702.0,1715.0,2969.0,802.0,2427.0
4,236.0,2116.0,1509.0,2117.0,5201.0,2923.0,0.0,601.0,2076.0,3188.0,964.0,3023.0
5,229.0,2116.0,1479.0,2048.0,840.0,2897.0,0.0,696.0,2121.0,3213.0,1000.0,2815.0
6,236.0,2116.0,1631.0,2479.0,5184.0,2922.0,0.0,606.0,1667.0,2736.0,835.0,1992.0
7,229.0,2116.0,2049.0,3290.0,-3618.0,2873.0,0.0,808.0,1321.0,2615.0,632.0,2247.0
8,236.0,2116.0,1835.0,2826.0,512.0,2898.0,0.0,706.0,1580.0,2820.0,719.0,2425.0
9,229.0,2116.0,1460.0,2277.0,521.0,2898.0,0.0,706.0,1685.0,2690.0,770.0,2815.0
10,229.0,2116.0,1413.0,2008.0,4896.0,2922.0,0.0,609.0,2057.0,3092.0,955.0,3049.0
11,236.0,2116.0,1464.0,1977.0,811.0,2897.0,0.0,689.0,2267.0,3385.0,1056.0,3107.0
12,229.0,2116.0,1400.0,1847.0,-3545.0,2871.0,0.0,772.0,2431.0,3533.0,1127.0,3209.0
13,229.0,2116.0,1781.0,3072.0,491.0,2898.0,0.0,707.0,1165.0,2200.0,625.0,1882.0
14,229.0,2116.0,1334.0,2389.0,496.0,2898.0,0.0,705.0,1262.0,2082.0,607.0,2353.0
15,236.0,2185.0,1172.0,1958.0,4621.0,2922.0,1.0,611.0,1538.0,2282.0,759.0,2478.0
16,236.0,2116.0,1429.0,1942.0,474.0,2896.0,0.0,696.0,2246.0,3328.0,1046.0,2907.0
17,229.0,2116.0,1300.0,1828.0,-3612.0,2871.0,0.0,776.0,2146.0,3111.0,1000.0,2894.0
18,236.0,2116.0,1257.0,1782.0,500.0,2895.0,0.0,687.0,2113.0,3030.0,999.0,2706.0
19,229.0,2116.0,1215.0,2327.0,657.0,2821.0,0.0,1003.0,1160.0,1863.0,582.0,2411.0
20,236.0,2116.0,1053.0,1911.0,13232.0,2895.0,0.0,715.0,1391.0,2041.0,659.0,2350.0
21,236.0,2185.0,1076.0,1755.0,8812.0,2947.0,1.0,517.0,1734.0,2460.0,811.0,2407.0
22,229.0,2116.0,1268.0,1828.0,-3695.0,2871.0,0.0,785.0,2068.0,2995.0,954.0,2686.0
23,229.0,2116.0,1246.0,1807.0,522.0,2895.0,0.0,691.0,1987.0,2864.0,962.0,2527.0
24,229.0,2116.0,1220.0,1683.0,-3677.0,2869.0,0.0,767.0,2240.0,3149.0,1072.0,2942.0
25,236.0,2116.0,2015.0,3141.0,809.0,2900.0,0.0,711.0,1435.0,2743.0,682.0,2016.0
26,236.0,2116.0,1973.0,3055.0,808.0,2899.0,0.0,709.0,1461.0,2746.0,699.0,2075.0
27,229.0,2116.0,1959.0,3040.0,5185.0,2924.0,0.0,610.0,1497.0,2769.0,716.0,2077.0
28,229.0,2116.0,1841.0,2765.0,840.0,2898.0,0.0,702.0,1715.0,2969.0,802.0,2427.0
29,236.0,2116.0,1509.0,2117.0,5201.0,2923.0,0.0,601.0,2076.0,3188.0,964.0,3023.0
30,229.0,2116.0,1479.0,2048.0,840.0,2897.0,0.0,696.0,2121.0,3213.0,1000.0,2815.0
31,236.0,2116.0,1631.0,2479.0,5184.0,2922.0,0.0,606.0,1667.0,2736.0,835.0,1992.0
32,229.0,2116.0,2049.0,3290.0,-3618.0,2873.0,0.0,808.0,1321.0,2615.0,632.0,2247.0
33,236.0,2116.0,1835.0,2826.0,512.0,2898.0,0.0,706.0,1580.0,2820.0,719.0,2425.0
34,229.0,2116.0,1460.0,2277.0,521.0,2898.0,0.0,706.0,1685.0,2690.0,770.0,2815.0
35,229.0,2116.0,1413.0,2008.0,4896.0,2922.0,0.0,609.0,2057.0,3092.0,955.0,3049.0
36,236.0,2116.0,1464.0,1977.0,811.0,2897.0,0.0,689.0,2267.0,3385.0,1056.0,3107.0
37,229.0,2116.0,1400.0,1847.0,-3545.0,2871.0,0.0,772.0,2431.0,3533.0,1127.0,3209.0
38,229.0,2116.0,1781.0,3072.0,491.0,2898.0,0.0,707.0,1165.0,2200.0,625.0,1882.0
39,229.0,2116.0,1334.0,2389.0,496.0,2898.0,0.0,705.0,1262.0,2082.0,607.0,2353.0
40,236.0,2185.0,1172.0,1958.0,4621.0,2922.0,1.0,611.0,1538.0,2282.0,759.0,2478.0
41,236.0,2116.0,1429.0,1942.0,474.0,2896.0,0.0,696.0,2246.0,3328.0,1046.0,2907.0
42,229.0,2116.0,1300.0,1828.0,-3612.0,2871.0,0.0,776.0,2146.0,3111.0,1000.0,2894.0
43,236.0,2116.0,1257.0,1782.0,500.0,2895.0,0.0,687.0,2113.0,3030.0,999.0,2706.0
44,229.0,2116.0,1215.0,2327.0,657.0,2821.0,0.0,1003.0,1160.0,1863.0,582.0,2411.0
45,236.0,2116.0,1053.0,1911.0,13232.0,2895.0,0.0,715.0,1391.0,2041.0,659.0,2350.0
46,236.0,2185.0,1076.0,1755.0,8812.0,2947.0,1.0,517.0,1734.0,2460.0,811.0,2407.0
47,229.0,2116.0,1268.0,1828.0,-3695.0,2871.0,0.0,785.0,2068.0,2995.0,954.0,2686.0
48,229.0,2116.0,1246.0,1807.0,522.0,2895.0,0.0,691.0,1987.0,2864.0,962.0,2527.0
49,229.0,2116.0,1220.0,1683.0,-3677.0,2869.0,0.0,767.0,2240.0,3149.0,1072.0,2942.0
50,236.0,2116.0,2015.0,3141.0,809.0,2900.0,0.0,711.0,1435.0,2743.0,682.0,2016.0
51,236.0,2116.0,1973.0,3055.0,808.0,2899.0,0.0,709.0,1461.0,2746.0,699.0,2075.0
52,229.0,2116.0,1959.0,3040.0,5185.0,2924.0,0.0,610.0,1497.0,2769.0,716.0,2077.0
53,229.0,2116.0,1841.0,2765.0,840.0,2898.0,0.0,702.0,1715.0,2969.0,802.0,2427.0
54,236.0,2116.0,1509.0,2117.0,5201.0,2923.0,0.0,601.0,2076.0,3188.0,964.0,3023.0
55,229.0,2116.0,1479.0,2048.0,840.0,2897.0,0.0,696.0,2121.0,3213.0,1000.0,2815.0
56,236.0,2116.0,1631.0,2479.0,5184.0,2922.0,0.0,606.0,1667.0,2736.0,835.0,1992.0
57,229.0,2116.0,2049.0,3290.0,-3618.0,2873.0,0.0,808.0,1321.0,2615.0,632.0,2247.0
58,236.0,2116.0,1835.0,2826.0,512.0,2898.0,0.0,706.0,1580.0,2820.0,719.0,2425.0
59,229.0,2116.0,1460.0,2277.0,521.0,2898.0,0.0,706.0,1685.0,2690.0,770.0,2815.0
60,229.0,2116.0,1413.0,2008.0,4896.0,2922.0,0.0,609.0,2057.0,3092.0,955.0,3049.0
61,236.0,2116.0,1464.0,1977.0,811.0,2897.0,0.0,689.0,2267.0,3385.0,1056.0,3107.0
62,229.0,2116.0,1400.0,1847.0,-3545.0,2871.0,0.0,772.0,2431.0,3533.0,1127.0,3209.0
63,229.0,2116.0,1781.0,3072.0,491.0,2898.0,0.0,707.0,1165.0,2200.0,625.0,1882.0
64,229.0,2116.0,1334.0,2389.0,496.0,2898.0,0.0,705.0,1262.0,2082.0,607.0,2353.0
65,236.0,2185.0,1172.0,1958.0,4621.0,2922.0,1.0,611.0,1538.0,2282.0,759.0,2478.0
66,236.0,2116.0,1429.0,1942.0,474.0,2896.0,0.0,696.0,2246.0,3328.0,1046.0,2907.0
67,229.0,2116.0,1300.0,1828.0,-3612.0,2871.0,0.0,776.0,2146.0,3111.0,1000.0,2894.0
68,236.0,2116.0,1257.0,1782.0,500.0,2895.0,0.0,687.0,2113.0,3030.0,999.0,2706.0
69,229.0,2116.0,1215.0,2327.0,657.0,2821.0,0.0,1003.0,1160.0,1863.0,582.0,2411.0
70,236.0,2116.0,1053.0,1911.0,13232.0,2895.0,0.0,715.0,1391.0,2041.0,659.0,2350.0
71,236.0,2185.0,1076.0,1755.0,8812.0,2947.0,1.0,517.0,1734.0,2460.0,811.0,2407.0
72,229.0,2116.0,1268.0,1828.0,-3695.0,2871.0,0.0,785.0,2068.0,2995.0,954.0,2686.0
73,229.0,2116.0,1246.0,1807.0,522.0,2895.0,0.0,691.0,1987.0,2864.0,962.0,2527.0
74,229.0,2116.0,1220.0,1683.0,-3677.0,2869.0,0.0,767.0,2240.0,3149.0,1072.0,2942.0
75,236.0,2116.0,2015.0,3141.0,809.0,2900.0,0.0,711.0,1435.0,2743.0,682.0,2016.0
76,236.0,2116.0,1973.0,3055.0,808.0,2899.0,0.0,709.0,1461.0,2746.0,699.0,2075.0
77,229.0,2116.0,1959.0,3040.0,5185.0,2924.0,0.0,610.0,1497.0,2769.0,716.0,2077.0
78,229.0,2116.0,1841.0,2765.0,840.0,2898.0,0.0,702.0,1715.0,2969.0,802.0,2427.0
79,236.0,2116.0,1509.0,2117.0,5201.0,2923.0,0.0,601.0,2076.0,3188.0,964.0,3023.0
80,229.0,2116.0,1479.0,2048.0,840.0,2897.0,0.0,696.0,2121.0,3213.0,1000.0,2815.0
81,236.0,2116.0,1631.0,2479.0,5184.0,2922.0,0.0,606.0,1667.0,2736.0,835.0,1992.0
82,229.0,2116.0,2049.0,3290.0,-3618.0,2873.0,0.0,808.0,1321.0,2615.0,632.0,2247.0
83,236.0,2116.0,1835.0,2826.0,512.0,2898.0,0.0,706.0,1580.0,2820.0,719.0,2425.0
84,229.0,2116.0,1460.0,2277.0,521.0,2898.0,0.0,706.0,1685.0,2690.0,770.0,2815.0
85,229.0,2116.0,1413.0,2008.0,4896.0,2922.0,0.0,609.0,2057.0,3092.0,955.0,3049.0
86,236.0,2116.0,1464.0,1977.0,811.0,2897.0,0.0,689.0,2267.0,3385.0,1056.0,3107.0
87,229.0,2116.0,1400.0,1847.0,-3545.0,2871.0,0.0,772.0,2431.0,3533.0,1127.0,3209.0
88,229.0,2116.0,1781.0,3072.0,491.0,2898.0,0.0,707.0,1165.0,2200.0,625.0,1882.0
89,229.0,2116.0,1334.0,2389.0,496.0,2898.0,0.0,705.0,1262.0,2082.0,607.0,2353.0
90,236.0,2185.0,1172.0,1958.0,4621.0,2922.0,1.0,611.0,1538.0,2282.0,759.0,2478.0
91,236.0,2116.0,1429.0,1942.0,474.0,2896.0,0.0,696.0,2246.0,3328.0,1046.0,2907.0
92,229.0,2116.0,1300.0,1828.0,-3612.0,2871.0,0.0,776.0,2146.0,3111.0,1000.0,2894.0
93,236.0,2116.0,1257.0,1782.0,500.0,2895.0,0.0,687.0,2113.0,3030.0,999.0,2706.0
94,229.0,2116.0,1215.0,2327.0,657.0,2821.0,0.0,1003.0,1160.0,1863.0,582.0,2411.0
95,236.0,2116.0,1053.0,1911.0,13232.0,2895.0,0.0,715.0,1391.0,2041.0,659.0,2350.0
96,236.0,2185.0,1076.0,1755.0,8812.0,2947.0,1.0,517.0,1734.0,2460.0,811.0,2407.0
97,229.0,2116.0,1268.0,1828.0,-3695.0,2871.0,0.0,785.0,2068.0,2995.0,954.0,2686.0
98,229.0,2116.0,1246.0,1807.0,522.0,2895.0,0.0,691.0,1987.0,2864.0,962.0,2527.0
99,229.0,2116.0,1220.0,1683.0,-3677.0,2869.0,0.0,767.0,2240.0,3149.0,1072.0,2942.0
100,229.0,2116.0,1119.0,1986.0,466.0,2903.0,0.0,707.0,1335.0,2004.0,686.0,2260.0
101,229.0,2116.0,1110.0,2020.0,501.0,2903.0,0.0,704.0,1293.0,1954.0,655.0,2127.0
102,236.0,2116.0,1640.0,2658.0,8792.0,2953.0,0.0,522.0,1446.0,2497.0,687.0,2117.0
103,229.0,2116.0,2008.0,3117.0,419.0,2902.0,0.0,707.0,1360.0,2593.0,715.0,1833.0
104,229.0,2116.0,1371.0,2387.0,4694.0,2927.0,0.0,608.0,1327.0,2167.0,649.0,1875.0
105,229.0,2116.0,1421.0,2197.0,-3757.0,2876.0,0.0,789.0,1792.0,2788.0,802.0,2395.0
106,229.0,2116.0,1901.0,2926.0,-3820.0,2877.0,0.0,803.0,1501.0,2742.0,723.0,1956.0
107,229.0,2116.0,1454.0,2288.0,-3821.0,2876.0,0.0,794.0,1654.0,2625.0,771.0,2425.0
108,229.0,2116.0,1639.0,2574.0,438.0,2901.0,0.0,700.0,1536.0,2595.0,750.0,2076.0
109,229.0,2116.0,1119.0,1986.0,466.0,2903.0,0.0,707.0,1335.0,2004.0,686.0,2260.0
110,229.0,2116.0,1110.0,2020.0,501.0,2903.0,0.0,704.0,1293.0,1954.0,655.0,2127.0
111,236.0,2116.0,1640.0,2658.0,8792.0,2953.0,0.0,522.0,1446.0,2497.0,687.0,2117.0
112,229.0,2116.0,2008.0,3117.0,419.0,2902.0,0.0,707.0,1360.0,2593.0,715.0,1833.0
113,229.0,2116.0,1371.0,2387.0,4694.0,2927.0,0.0,608.0,1327.0,2167.0,649.0,1875.0
114,229.0,2116.0,1421.0,2197.0,-3757.0,2876.0,0.0,789.0,1792.0,2788.0,802.0,2395.0
115,229.0,2116.0,1901.0,2926.0,-3820.0,2877.0,0.0,803.0,1501.0,2742.0,723.0,1956.0
116,229.0,2116.0,1454.0,2288.0,-3821.0,2876.0,0.0,794.0,1654.0,2625.0,771.0,2425.0
117,229.0,2116.0,1639.0,2574.0,438.0,2901.0,0.0,700.0,1536.0,2595.0,750.0,2076.0
118,229.0,2116.0,1119.0,1986.0,466.0,2903.0,0.0,707.0,1335.0,2004.0,686.0,2260.0
119,229.0,2116.0,1110.0,2020.0,501.0,2903.0,0.0,704.0,1293.0,1954.0,655.0,2127.0
120,236.0,2116.0,1640.0,2658.0,8792.0,2953.0,0.0,522.0,1446.0,2497.0,687.0,2117.0
121,229.0,2116.0,2008.0,3117.0,419.0,2902.0,0.0,707.0,1360.0,2593.0,715.0,1833.0
122,229.0,2116.0,1371.0,2387.0,4694.0,2927.0,0.0,608.0,1327.0,2167.0,649.0,1875.0
123,229.0,2116.0,1421.0,2197.0,-3757.0,2876.0,0.0,789.0,1792.0,2788.0,802.0,2395.0
124,229.0,2116.0,1901.0,2926.0,-3820.0,2877.0,0.0,803.0,1501.0,2742.0,723.0,1956.0
125,229.0,2116.0,1454.0,2288.0,-3821.0,2876.0,0.0,794.0,1654.0,2625.0,771.0,2425.0
126,229.0,2116.0,1639.0,2574.0,438.0,2901.0,0.0,700.0,1536.0,2595.0,750.0,2076.0
127,229.0,2116.0,1119.0,1986.0,466.0,2903.0,0.0,707.0,1335.0,2004.0,686.0,2260.0
128,229.0,2116.0,1110.0,2020.0,501.0,2903.0,0.0,704.0,1293.0,1954.0,655.0,2127.0
129,236.0,2116.0,1640.0,2658.0,8792.0,2953.0,0.0,522.0,1446.0,2497.0,687.0,2117.0
130,229.0,2116.0,2008.0,3117.0,419.0,2902.0,0.0,707.0,1360.0,2593.0,715.0,1833.0
131,229.0,2116.0,1371.0,2387.0,4694.0,2927.0,0.0,608.0,1327.0,2167.0,649.0,1875.0
132,229.0,2116.0,1421.0,2197.0,-3757.0,2876.0,0.0,789.0,1792.0,2788.0,802.0,2395.0
133,229.0,2116.0,1901.0,2926.0,-3820.0,2877.0,0.0,803.0,1501.0,2742.0,723.0,1956.0
134,229.0,2116.0,1454.0,2288.0,-3821.0,2876.0,0.0,794.0,1654.0,2625.0,771.0,2425.0
135,229.0,2116.0,1639.0,2574.0,438.0,2901.0,0.0,700.0,1536.0,2595.0,750.0,2076.0
136,229.0,2116.0,1119.0,1986.0,466.0,2903.0,0.0,707.0,1335.0,2004.0,686.0,2260.0
137,225.0,2185.0,1777.0,3487.0,9445.0,2801.0,1.0,452.0,978.0,2023.0,427.0,1568.0
138,234.0,2185.0,1329.0,2867.0,4804.0,2876.0,1.0,607.0,946.0,1708.0,414.0,1666.0
139,225.0,2185.0,1769.0,3688.0,14459.0,2725.0,1.0,313.0,866.0,1881.0,366.0,1432.0
140,225.0,2185.0,2026.0,3892.0,14450.0,2724.0,1.0,322.0,928.0,2111.0,411.0,1494.0
141,225.0,2185.0,1857.0,3558.0,9766.0,2799.0,1.0,466.0,999.0,2094.0,445.0,1639.0
142,225.0,2185.0,1700.0,3273.0,5086.0,2874.0,1.0,605.0,1051.0,2064.0,462.0,1765.0
143,225.0,2185.0,1007.0,2156.0,5083.0,2873.0,1.0,605.0,1028.0,1600.0,484.0,1950.0
144,234.0,2185.0,1133.0,2527.0,9726.0,2798.0,1.0,482.0,942.0,1579.0,426.0,1809.0
145,225.0,2185.0,1359.0,3046.0,8717.0,2801.0,1.0,461.0,852.0,1622.0,368.0,1450.0
146,225.0,2185.0,1234.0,2780.0,4405.0,2875.0,1.0,610.0,909.0,1608.0,392.0,1728.0
147,225.0,2185.0,1067.0,2514.0,13000.0,2724.0,1.0,323.0,867.0,1462.0,375.0,1698.0
148,234.0,2185.0,1652.0,3408.0,4455.0,2874.0,1.0,612.0,921.0,1880.0,391.0,1526.0
149,234.0,2116.0,1864.0,3676.0,4475.0,2874.0,0.0,610.0,935.0,2011.0,425.0,1420.0
150,234.0,2116.0,1807.0,3480.0,173.0,2949.0,0.0,741.0,988.0,2041.0,454.0,1484.0
151,234.0,2116.0,1480.0,2915.0,5157.0,2873.0,0.0,610.0,1049.0,1920.0,468.0,1802.0
152,225.0,2185.0,1142.0,2490.0,9786.0,2797.0,1.0,477.0,972.0,1618.0,445.0,1832.0
153,225.0,2185.0,1931.0,3868.0,13118.0,2725.0,1.0,308.0,879.0,1988.0,389.0,1323.0
154,225.0,2185.0,1659.0,3385.0,4466.0,2875.0,1.0,612.0,936.0,1893.0,413.0,1515.0
155,225.0,2185.0,897.0,2221.0,8818.0,2799.0,1.0,467.0,853.0,1340.0,383.0,1644.0
156,225.0,2185.0,909.0,2252.0,13146.0,2723.0,1.0,331.0,841.0,1332.0,387.0,1665.0
157,225.0,2185.0,1289.0,2871.0,13133.0,2722.0,1.0,340.0,902.0,1633.0,384.0,1565.0
158,225.0,2185.0,1372.0,2785.0,8842.0,2797.0,1.0,478.0,1021.0,1817.0,464.0,1847.0
159,234.0,2185.0,931.0,2084.0,4477.0,2872.0,1.0,617.0,965.0,1483.0,459.0,1935.0
160,225.0,2185.0,1155.0,2593.0,8803.0,2796.0,1.0,488.0,925.0,1580.0,398.0,1716.0
161,225.0,2185.0,1863.0,3861.0,13287.0,2724.0,1.0,307.0,835.0,1886.0,372.0,1171.0
162,225.0,2185.0,1223.0,2693.0,13309.0,2723.0,1.0,315.0,924.0,1615.0,415.0,1585.0
163,225.0,2185.0,793.0,2076.0,13331.0,2723.0,1.0,324.0,814.0,1242.0,358.0,1662.0
164,234.0,2185.0,893.0,2112.0,4659.0,2873.0,1.0,609.0,944.0,1449.0,402.0,1845.0
165,225.0,2185.0,756.0,1859.0,13290.0,2722.0,1.0,341.0,901.0,1312.0,418.0,2159.0
166,225.0,2185.0,1178.0,2318.0,8870.0,2797.0,1.0,480.0,1145.0,1845.0,528.0,2323.0
167,225.0,2185.0,1020.0,2259.0,13252.0,2721.0,1.0,357.0,970.0,1538.0,461.0,2017.0
168,225.0,2185.0,1250.0,2662.0,13273.0,2720.0,1.0,366.0,985.0,1702.0,436.0,1806.0
169,234.0,2116.0,1751.0,3043.0,-3756.0,3024.0,0.0,908.0,1194.0,2238.0,599.0,1662.0
170,234.0,2116.0,1691.0,3094.0,553.0,2949.0,0.0,753.0,1114.0,2107.0,549.0,1646.0
171,225.0,2185.0,1170.0,2409.0,4830.0,2873.0,1.0,607.0,1065.0,1742.0,495.0,1871.0
172,225.0,2185.0,964.0,2127.0,13429.0,2722.0,1.0,333.0,1017.0,1567.0,452.0,2119.0
173,234.0,2185.0,879.0,2051.0,9181.0,2797.0,1.0,476.0,948.0,1441.0,431.0,1980.0
174,225.0,2185.0,737.0,1834.0,13385.0,2721.0,1.0,349.0,884.0,1281.0,417.0,2025.0
175,225.0,2185.0,816.0,2071.0,9126.0,2796.0,1.0,479.0,828.0,1266.0,383.0,1746.0
176,225.0,2185.0,1214.0,2552.0,4865.0,2870.0,1.0,603.0,1015.0,1710.0,471.0,1803.0
177,234.0,2116.0,1910.0,3428.0,-3811.0,3024.0,0.0,907.0,1064.0,2174.0,539.0,1458.0
178,234.0,2116.0,1621.0,3011.0,-3782.0,3024.0,0.0,899.0,1086.0,2026.0,544.0,1526.0
179,234.0,2116.0,853.0,1891.0,-3780.0,3023.0,0.0,890.0,984.0,1444.0,518.0,1704.0
180,225.0,2185.0,836.0,2025.0,13585.0,2721.0,1.0,332.0,901.0,1359.0,409.0,1864.0
181,225.0,2185.0,646.0,1771.0,13560.0,2721.0,1.0,341.0,799.0,1143.0,351.0,1783.0
182,225.0,2185.0,715.0,1884.0,13536.0,2720.0,1.0,350.0,817.0,1197.0,379.0,1768.0
183,225.0,2185.0,783.0,2130.0,13551.0,2719.0,1.0,359.0,760.0,1172.0,346.0,1645.0
184,225.0,2185.0,1014.0,2328.0,4925.0,2869.0,1.0,604.0,916.0,1475.0,440.0,1694.0
185,239.0,2116.0,2074.0,4373.0,4621.0,2988.0,0.0,1735.0,761.0,1885.0,380.0,1102.0
186,234.0,2116.0,1727.0,3338.0,-3839.0,3023.0,0.0,898.0,967.0,1936.0,494.0,1273.0
187,234.0,2116.0,1356.0,2701.0,-3837.0,3022.0,0.0,889.0,1027.0,1795.0,511.0,1630.0
188,225.0,2185.0,1146.0,2536.0,9321.0,2796.0,1.0,468.0,933.0,1579.0,423.0,1725.0
189,225.0,2185.0,826.0,2081.0,13675.0,2720.0,1.0,340.0,861.0,1314.0,369.0,1797.0
190,225.0,2185.0,1153.0,2515.0,13686.0,2719.0,1.0,349.0,963.0,1618.0,436.0,1773.0
191,225.0,2185.0,1319.0,2910.0,4948.0,2869.0,1.0,606.0,875.0,1599.0,424.0,1452.0
192,225.0,2185.0,1458.0,3262.0,9258.0,2794.0,1.0,489.0,825.0,1630.0,372.0,1369.0
193,239.0,2116.0,2262.0,4610.0,4598.0,2987.0,0.0,1733.0,742.0,1957.0,390.0,997.0
194,234.0,2116.0,1906.0,3511.0,-3895.0,3022.0,0.0,896.0,1007.0,2096.0,514.0,1299.0
195,234.0,2116.0,1806.0,3313.0,-3894.0,3022.0,0.0,889.0,1058.0,2102.0,530.0,1419.0
196,234.0,2116.0,1575.0,2851.0,-3864.0,3021.0,0.0,880.0,1153.0,2077.0,581.0,1678.0
197,225.0,2185.0,1259.0,2643.0,13830.0,2720.0,1.0,342.0,1000.0,1727.0,455.0,1788.0
198,234.0,2116.0,1219.0,2371.0,4987.0,2870.0,0.0,606.0,1177.0,1908.0,549.0,2027.0
199,234.0,2116.0,1398.0,2730.0,-3845.0,3019.0,0.0,855.0,1047.0,1844.0,526.0,1613.0
200,234.0,2116.0,1787.0,3585.0,4973.0,2868.0,0.0,610.0,917.0,1923.0,444.0,1298.0
201,225.0,2185.0,1777.0,3487.0,9445.0,2801.0,1.0,452.0,978.0,2023.0,427.0,1568.0
202,234.0,2185.0,1329.0,2867.0,4804.0,2876.0,1.0,607.0,946.0,1708.0,414.0,1666.0
203,225.0,2185.0,1769.0,3688.0,14459.0,2725.0,1.0,313.0,866.0,1881.0,366.0,1432.0
204,225.0,2185.0,2026.0,3892.0,14450.0,2724.0,1.0,322.0,928.0,2111.0,411.0,1494.0
205,225.0,2185.0,1857.0,3558.0,9766.0,2799.0,1.0,466.0,999.0,2094.0,445.0,1639.0
206,225.0,2185.0,1700.0,3273.0,5086.0,2874.0,1.0,605.0,1051.0,2064.0,462.0,1765.0
207,225.0,2185.0,1007.0,2156.0,5083.0,2873.0,1.0,605.0,1028.0,1600.0,484.0,1950.0
208,234.0,2185.0,1133.0,2527.0,9726.0,2798.0,1.0,482.0,942.0,1579.0,426.0,1809.0
209,225.0,2185.0,1359.0,3046.0,8717.0,2801.0,1.0,461.0,852.0,1622.0,368.0,1450.0
210,225.0,2185.0,1234.0,2780.0,4405.0,2875.0,1.0,610.0,909.0,1608.0,392.0,1728.0
211,225.0,2185.0,1067.0,2514.0,13000.0,2724.0,1.0,323.0,867.0,1462.0,375.0,1698.0
212,234.0,2185.0,1652.0,3408.0,4455.0,2874.0,1.0,612.0,921.0,1880.0,391.0,1526.0
213,234.0,2116.0,1864.0,3676.0,4475.0,2874.0,0.0,610.0,935.0,2011.0,425.0,1420.0
214,234.0,2116.0,1807.0,3480.0,173.0,2949.0,0.0,741.0,988.0,2041.0,454.0,1484.0
215,234.0,2116.0,1480.0,2915.0,5157.0,2873.0,0.0,610.0,1049.0,1920.0,468.0,1802.0
216,225.0,2185.0,1142.0,2490.0,9786.0,2797.0,1.0,477.0,972.0,1618.0,445.0,1832.0
217,225.0,2185.0,1931.0,3868.0,13118.0,2725.0,1.0,308.0,879.0,1988.0,389.0,1323.0
218,225.0,2185.0,1659.0,3385.0,4466.0,2875.0,1.0,612.0,936.0,1893.0,413.0,1515.0
219,225.0,2185.0,897.0,2221.0,8818.0,2799.0,1.0,467.0,853.0,1340.0,383.0,1644.0
220,225.0,2185.0,909.0,2252.0,13146.0,2723.0,1.0,331.0,841.0,1332.0,387.0,1665.0
221,225.0,2185.0,1289.0,2871.0,13133.0,2722.0,1.0,340.0,902.0,1633.0,384.0,1565.0
222,225.0,2185.0,1372.0,2785.0,8842.0,2797.0,1.0,478.0,1021.0,1817.0,464.0,1847.0
223,234.0,2185.0,931.0,2084.0,4477.0,2872.0,1.0,617.0,965.0,1483.0,459.0,1935.0
224,225.0,2185.0,1155.0,2593.0,8803.0,2796.0,1.0,488.0,925.0,1580.0,398.0,1716.0
225,225.0,2185.0,1863.0,3861.0,13287.0,2724.0,1.0,307.0,835.0,1886.0,372.0,1171.0
226,225.0,2185.0,1223.0,2693.0,13309.0,2723.0,1.0,315.0,924.0,1615.0,415.0,1585.0
227,225.0,2185.0,793.0,2076.0,13331.0,2723.0,1.0,324.0,814.0,1242.0,358.0,1662.0
228,234.0,2185.0,893.0,2112.0,4659.0,2873.0,1.0,609.0,944.0,1449.0,402.0,1845.0
229,225.0,2185.0,756.0,1859.0,13290.0,2722.0,1.0,341.0,901.0,1312.0,418.0,2159.0
230,225.0,2185.0,1178.0,2318.0,8870.0,2797.0,1.0,480.0,1145.0,1845.0,528.0,2323.0
231,225.0,2185.0,1020.0,2259.0,13252.0,2721.0,1.0,357.0,970.0,1538.0,461.0,2017.0
232,225.0,2185.0,1250.0,2662.0,13273.0,2720.0,1.0,366.0,985.0,1702.0,436.0,1806.0
233,234.0,2116.0,1751.0,3043.0,-3756.0,3024.0,0.0,908.0,1194.0,2238.0,599.0,1662.0
234,234.0,2116.0,1691.0,3094.0,553.0,2949.0,0.0,753.0,1114.0,2107.0,549.0,1646.0
235,225.0,2185.0,1170.0,2409.0,4830.0,2873.0,1.0,607.0,1065.0,1742.0,495.0,1871.0
236,225.0,2185.0,964.0,2127.0,13429.0,2722.0,1.0,333.0,1017.0,1567.0,452.0,2119.0
237,234.0,2185.0,879.0,2051.0,9181.0,2797.0,1.0,476.0,948.0,1441.0,431.0,1980.0
238,225.0,2185.0,737.0,1834.0,13385.0,2721.0,1.0,349.0,884.0,1281.0,417.0,2025.0
239,225.0,2185.0,816.0,2071.0,9126.0,2796.0,1.0,479.0,828.0,1266.0,383.0,1746.0
240,225.0,2185.0,1214.0,2552.0,4865.0,2870.0,1.0,603.0,1015.0,1710.0,471.0,1803.0
